ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth
IDC,3,2022,5.6,2.3,3.9,,0.458,0.13,98,40,22,27.4,6373.0,15545.0,,,,,,0.316,,,0.6,1.9,1.7,0.137,12819,0.392,0.348,0.206,0.6,0.2,0.8,0.3,3.2,2130,0.072,0.041,117,3.7,-0.238,0.5,0.6,0.348,1.1,,,,,,,,,1.6,,0.234,-0.047,
IDC,2,2022,8.7,3.0,5.7,,0.399,0.117,124,49,23,59.3,5604.0,16315.0,,,,,,0.331,,,0.7,2.4,2.1,1.823,10391,0.563,0.541,0.431,0.5,0.2,0.9,0.2,3.0,2510,0.078,0.035,150,2.9,-0.275,0.4,0.8,0.541,1.0,,,,,,,,,1.5,,1.08,0.296,
IDC,1,2022,35.1,5.5,16.9,,0.167,0.042,148,54,26,8.7,1984.0,12591.0,,,,,,0.256,,,0.5,2.0,1.7,0.447,4995,0.248,0.216,0.153,0.7,0.2,2.1,0.6,3.9,2210,0.104,0.026,176,2.5,-0.26,0.3,0.7,0.216,1.0,,,,,,,,,2.1,,0.732,0.063,
IDC,4,2021,46.1,5.3,22.9,,0.121,0.029,142,55,30,2.2,1371.0,11845.0,,,,,,0.241,,,0.4,1.7,1.5,-0.164,2883,0.169,0.094,,0.7,0.2,3.6,0.7,4.2,1742,0.098,0.029,167,2.6,-0.201,0.3,,0.094,0.6,,,,,,,,,2.2,,-0.027,-0.036,
IDC,3,2021,26.2,3.5,26.8,,0.143,0.036,170,60,26,3.5,1640.0,12285.0,,,,,,0.252,,,0.4,2.2,1.9,0.072,2964,0.203,0.152,0.187,0.6,0.2,3.2,0.3,4.0,2250,0.161,0.038,204,2.2,-0.224,0.3,0.7,0.152,1.8,,,,,,,,,2.3,,-0.049,0.041,
IDC,2,2021,19.4,2.5,26.6,,0.139,0.034,156,59,23,2.0,1530.0,11799.0,,,,,,0.253,,,0.4,2.5,2.1,0.627,3116,0.15,0.091,0.184,0.6,0.2,3.1,0.2,4.0,2248,0.114,0.025,192,2.3,-0.172,0.3,0.7,0.091,2.9,,,,,,,,,2.3,,0.001,0.056,
IDC,1,2021,33.0,2.8,14.5,,0.087,0.021,154,56,21,3.8,940.0,11171.0,,,,,,0.247,,,0.4,2.3,1.8,0.03,3112,0.169,0.114,0.051,0.6,0.2,3.0,0.2,4.0,1814,0.081,0.035,189,2.4,-0.181,0.3,0.5,0.114,0.9,,,,,,,,,2.3,,-0.006,0.024,
IDC,4,2020,32.1,2.7,14.0,,0.086,0.021,137,49,25,2.3,913.0,10905.0,,,,,,0.246,,,0.4,2.0,1.7,-0.004,3131,0.159,0.098,0.073,0.6,0.2,2.9,0.3,4.1,1614,0.164,0.071,161,2.7,-0.145,0.3,0.6,0.098,1.2,,,,,,,,,2.3,,-0.017,0.016,
IDC,3,2020,21.2,1.8,15.7,,0.087,0.021,142,49,21,3.2,917.0,10728.0,,,,,,0.248,,,0.4,2.3,1.9,-0.18,3185,0.177,0.132,0.107,0.6,0.2,2.9,0.2,4.0,1854,0.137,0.05,170,2.6,-0.084,0.3,0.6,0.132,1.3,,,,,,,,,2.3,,0.007,0.048,
IDC,2,2020,13.1,1.4,11.3,,0.109,0.026,130,53,20,1.7,1119.0,10241.0,,,,,,0.233,,,0.4,2.0,1.6,-0.074,3162,0.158,0.109,0.035,0.7,0.2,3.1,0.4,4.3,1819,0.171,0.093,163,2.8,-0.088,0.3,0.4,0.109,0.7,,,,,,,,,2.5,,-0.002,-0.032,
IDC,1,2020,10.8,1.2,9.0,,0.114,0.028,141,44,19,2.2,1208.0,10582.0,,,,,,0.24,,,0.4,2.2,1.9,-0.129,3169,0.186,0.12,0.042,0.7,0.2,3.0,0.3,4.2,2022,0.177,0.135,166,2.6,-0.079,0.3,0.5,0.12,0.7,,,,,,,,,2.4,,0.007,-0.075,
IDC,4,2019,12.7,1.5,8.7,,0.12,0.03,38,38,21,2.8,1387.0,11436.0,,,,,,0.24,,,0.4,2.1,1.8,0.082,3148,0.18,0.097,0.064,0.6,0.2,2.9,0.2,4.2,1810,0.124,0.102,55,9.7,-0.15,0.4,1.7,0.097,1.2,,,,,,,,,2.4,,0.054,-0.004,
IDC,3,2019,12.9,1.4,9.6,,0.111,0.027,36,39,22,4.2,1282.0,11486.0,,,,,,0.241,,,0.4,2.1,1.9,0.273,2986,0.174,0.123,0.157,0.6,0.2,3.2,0.2,4.1,1844,0.092,0.07,53,10.3,-0.218,0.3,1.3,0.123,1.7,,,,,,,,,2.4,,-0.066,0.023,
SGP,3,2022,3.6,1.1,8.4,,0.325,0.148,389,7,52,4.3,3638.0,11314.0,,,,,,0.455,,,0.9,2.9,2.8,-0.034,1732,0.368,0.087,0.114,0.1,0.1,0.8,2.2,2.2,1155,0.07,0.064,344,0.9,-0.023,0.2,0.9,0.087,1.5,,,,,,,,,1.1,,-0.08,0.019,
SGP,2,2022,5.4,1.8,7.3,,0.344,0.155,364,6,59,18.0,3766.0,11100.0,,,,,,0.445,,,0.9,2.7,2.7,-0.031,1883,0.372,0.296,0.344,0.1,0.1,0.7,2.3,2.2,1141,0.088,0.083,312,1.0,-0.034,0.2,0.8,0.296,1.4,,,,,,,,,1.1,,-0.075,-0.017,
SGP,1,2022,10.1,3.5,10.7,,0.362,0.162,351,5,61,8.9,3887.0,11293.0,,,,,,0.455,,,0.9,3.0,3.0,-0.053,2037,0.332,0.164,0.167,0.2,0.1,0.7,2.3,2.2,1209,0.074,0.044,296,1.0,-0.029,0.3,0.8,0.164,1.2,,,,,,,,,1.1,,-0.084,0.013,
SGP,4,2021,8.0,2.9,14.5,,0.393,0.172,334,5,57,52.9,4106.0,11145.0,,,,,,0.445,,,0.9,2.8,2.8,1.218,2224,0.46,0.27,1.584,0.2,0.1,0.7,2.4,2.2,1198,0.088,0.033,282,1.1,-0.021,0.3,0.9,0.27,6.2,,,,,,,,,1.1,,0.173,0.006,
SGP,3,2021,19.1,3.2,21.7,,0.182,0.08,424,6,59,59.7,1851.0,11076.0,,,,,,0.458,,,0.9,4.4,4.3,0.076,1896,0.37,0.183,0.191,0.1,0.0,0.6,0.4,2.2,1518,0.11,0.032,370,0.9,-0.036,0.2,0.8,0.183,1.3,,,,,,,,,1.1,,0.033,0.024,
SGP,2,2021,13.3,2.1,19.6,,0.172,0.075,438,6,69,140.2,1720.0,10822.0,,,,,,0.455,,,0.9,4.5,4.4,0.219,1835,0.425,0.343,0.366,0.1,0.0,0.6,0.4,2.2,1441,0.085,0.028,376,0.8,-0.054,0.2,0.8,0.343,1.3,,,,,,,,,1.1,,0.154,0.062,
SGP,1,2021,13.7,1.9,17.9,,0.148,0.063,465,19,87,94.7,1411.0,10190.0,,,,,,0.439,,,0.9,4.4,4.4,0.328,1591,0.375,0.278,0.302,0.1,0.0,0.8,0.3,2.3,1378,0.084,0.033,397,0.8,-0.041,0.2,0.8,0.278,1.3,,,,,,,,,1.1,,0.075,0.044,
SGP,4,2020,10.9,1.2,19.4,,0.117,0.049,456,19,69,22.0,1063.0,9760.0,,,,,,0.431,,,0.9,4.5,4.5,0.735,1479,0.401,0.115,0.452,0.1,0.1,0.9,0.4,2.3,1311,0.075,0.028,406,0.8,-0.053,0.2,1.1,0.115,3.7,,,,,,,,,1.2,,-0.083,0.054,
SGP,3,2020,13.7,0.9,8.5,,0.069,0.028,461,19,81,29.1,612.0,9260.0,,,,,,0.415,,,0.8,4.7,4.7,0.099,1613,0.326,0.181,0.137,0.1,0.1,0.9,0.3,2.4,1353,0.074,0.059,400,0.8,-0.043,0.2,0.6,0.181,1.3,,,,,,,,,1.2,,-0.061,0.013,
SGP,2,2020,11.1,0.7,5.4,,0.063,0.025,433,20,90,55.1,557.0,9142.0,,,,,,0.414,,,0.8,4.7,4.7,-0.089,1717,0.366,0.315,0.302,0.1,0.1,0.9,0.3,2.4,1321,0.089,0.108,363,0.8,-0.03,0.2,0.8,0.315,1.2,,,,,,,,,1.2,,-0.087,0.034,
SGP,1,2020,8.1,0.6,3.8,,0.072,0.028,360,29,77,44.3,612.0,8838.0,,,,,,0.403,,,0.8,3.6,3.5,-0.11,1881,0.35,0.244,0.083,0.2,0.1,0.9,0.3,2.5,1192,0.087,0.142,311,1.0,-0.024,0.2,0.4,0.244,0.8,,,,,,,,,1.3,,-0.047,0.043,
SGP,4,2019,10.3,0.8,3.9,,0.084,0.033,44,28,57,31.2,688.0,8470.0,,,,,,0.401,,,0.8,3.6,3.5,-0.24,1973,0.402,0.191,0.043,0.2,0.1,0.9,0.3,2.5,1028,0.098,0.145,14,8.3,-0.033,0.2,1.5,0.191,0.3,,,,,,,,,1.3,,-0.01,-0.012,
SGP,3,2019,9.8,1.0,3.9,,0.11,0.042,54,28,66,38.6,905.0,8575.0,,,,,,0.398,,,0.8,3.5,3.4,-0.023,1993,0.462,0.296,0.075,0.2,0.1,0.9,0.2,2.5,1112,0.103,0.152,16,6.7,-0.083,0.2,1.7,0.296,0.4,,,,,,,,,1.3,,0.005,0.01,
SGP,2,2019,8.0,0.9,5.2,,0.113,0.044,55,28,62,61.8,926.0,8490.0,,,,,,0.39,,,0.7,3.0,2.9,0.072,1983,0.414,0.338,0.258,0.2,0.1,1.0,0.3,2.6,1034,0.091,0.097,21,6.7,-0.216,0.3,1.4,0.338,1.0,,,,,,,,,1.4,,0.041,0.039,
SGP,1,2019,9.4,1.0,7.2,,0.11,0.041,52,27,62,41.2,864.0,8169.0,,,,,,0.38,,,0.7,2.9,2.8,0.027,1905,0.375,0.272,0.127,0.2,0.1,1.1,0.2,2.6,933,0.084,0.062,17,7.0,-0.17,0.2,1.5,0.272,0.7,,,,,,,,,1.4,,0.043,0.031,
SGP,4,2018,10.9,1.2,5.9,,0.11,0.041,51,30,68,32.1,841.0,7922.0,,,,,,0.374,,,0.7,1.0,1.0,0.033,1827,0.399,0.227,0.2,0.2,0.1,1.2,0.2,2.7,25,0.085,0.082,12,7.1,-0.771,0.2,1.4,0.227,1.2,,,,,,,,,1.5,,0.121,-0.003,
SGP,3,2018,11.4,1.2,6.6,,0.105,0.041,51,30,45,32.2,815.0,7947.0,,,,,,0.377,,,0.7,1.1,1.1,0.038,1630,0.433,0.293,0.086,0.2,0.1,1.4,0.2,2.7,140,0.102,0.098,36,7.1,-0.859,0.2,1.7,0.293,0.5,,,,,,,,,1.4,,0.136,0.013,
SGP,2,2018,15.0,1.5,7.4,,0.103,0.04,48,31,47,46.4,785.0,7845.0,,,,,,0.381,,,0.7,1.1,1.1,0.118,1434,0.448,0.366,0.24,0.2,0.1,1.6,0.2,2.6,116,0.088,0.08,32,7.5,-0.79,0.3,1.4,0.366,0.9,,,,,,,,,1.4,,-0.053,0.037,
SGP,1,2018,17.8,1.7,7.1,,0.095,0.037,68,28,43,29.5,701.0,7567.0,,,,,,0.371,,,0.7,1.1,1.0,-0.629,1514,0.45,0.323,0.134,0.3,0.1,1.6,0.2,2.7,104,0.124,0.108,52,5.4,-1.008,0.3,1.5,0.323,0.6,,,,,,,,,1.5,,0.04,0.018,
SGP,4,2017,4.7,1.2,9.1,,0.289,0.105,60,22,46,26.0,1890.0,7435.0,,,,,,0.367,,,0.7,1.0,1.0,0.129,1456,0.413,0.214,0.183,0.3,0.1,1.7,0.3,2.7,36,0.18,0.124,36,6.1,-0.764,0.3,1.8,0.214,1.5,,,,,,,,,1.5,,-0.067,-0.017,
SGP,3,2017,5.3,1.2,9.8,,0.254,0.097,46,20,30,35.1,1674.0,7561.0,,,,,,0.396,,,0.8,1.2,1.2,-0.037,1562,0.404,0.253,0.056,0.3,0.1,1.6,0.2,2.5,220,0.116,0.069,36,7.9,-0.706,0.3,1.8,0.253,0.4,,,,,,,,,1.3,,-0.135,0.023,
SGP,2,2017,5.1,1.2,5.7,,0.27,0.104,48,20,35,34.5,1738.0,7392.0,,,,,,0.402,,,0.8,1.2,1.2,0.167,1804,0.359,0.397,0.17,0.3,0.1,1.4,0.2,2.5,210,0.107,0.099,33,7.6,-0.578,0.4,1.4,0.397,0.6,,,,,,,,,1.3,,0.178,0.034,
SGP,1,2017,5.4,1.1,6.7,,0.242,0.093,57,16,31,22.3,1489.0,7148.0,,,,,,0.411,,,0.8,1.2,1.2,5.558,1531,0.334,0.216,0.996,0.3,0.1,1.7,0.1,2.4,163,0.097,0.089,42,6.4,-0.479,0.4,1.0,0.216,4.8,,,,,,,,,1.2,,0.008,0.264,
KDH,3,2022,15.5,1.9,21.9,,0.132,0.078,2285,5117,7,,1949.0,15946.0,,,,,,0.532,,,1.2,7.0,2.7,0.026,1762,0.635,0.518,0.438,0.6,0.3,4.2,0.2,1.9,17577,0.232,0.126,7396,0.2,-0.819,0.1,0.7,0.518,1.2,,,,,,,,,0.8,,0.2,0.065,
KDH,2,2022,18.6,2.4,22.8,,0.141,0.082,1723,3149,11,-371.6,1900.0,14973.0,,,,,,0.554,,,1.4,7.1,2.4,0.051,1468,0.68,0.602,0.453,0.5,0.3,4.4,0.2,1.8,15808,0.117,0.08,4861,0.2,-0.793,0.2,0.8,0.602,1.0,,,,,,,,,0.7,,-0.212,0.024,
KDH,1,2022,26.5,3.3,27.1,,0.138,0.084,1433,2248,7,4.4,1809.0,14627.0,,,,,,0.603,,,1.8,9.0,2.7,0.078,1862,0.542,0.036,2.098,0.4,0.3,2.9,0.2,1.7,14598,0.105,0.044,3673,0.3,-0.813,0.2,1.0,0.036,59.7,,,,,,,,,0.6,,-0.198,0.029,
KDH,4,2021,27.6,3.3,21.7,,0.131,0.085,984,1415,31,1135.4,1677.0,14209.0,,,,,,0.71,,,2.5,6.5,2.7,0.027,2323,0.822,0.549,0.702,0.2,0.2,1.5,0.3,1.4,11336,0.134,0.044,2369,0.4,-1.119,0.3,0.8,0.549,1.6,,,,,,,,,0.4,,-0.103,0.042,
KDH,3,2021,23.2,2.8,20.4,,0.134,0.08,798,1032,37,,1633.0,13631.0,,,,,,0.673,,,2.1,5.1,2.5,-0.037,2589,0.398,0.36,0.264,0.3,0.2,1.5,0.4,1.5,10824,0.291,0.089,1794,0.5,-0.955,0.3,0.8,0.36,0.9,,,,,,,,,0.5,,-0.058,0.13,
KDH,2,2021,20.1,2.8,19.8,,0.15,0.085,640,920,35,26.4,1695.0,12059.0,,,,,,0.616,,,1.6,3.5,1.5,0.01,2749,0.425,0.329,0.24,0.3,0.2,1.2,0.8,1.6,9346,0.213,0.059,1525,0.6,-1.472,0.4,0.8,0.329,0.9,,,,,,,,,0.6,,-0.04,0.037,
KDH,1,2021,15.0,2.2,16.2,,0.149,0.089,680,997,24,168.3,1678.0,11624.0,,,,,,0.615,,,1.6,3.8,1.6,0.044,2863,0.428,0.343,0.245,0.3,0.2,1.0,0.6,1.6,9301,0.165,0.055,1653,0.5,-1.331,0.3,0.8,0.343,0.9,,,,,,,,,0.6,,0.032,0.025,
KDH,4,2020,15.1,2.1,12.6,,0.146,0.085,670,1020,59,,1607.0,11337.0,,,,,,0.585,,,1.4,3.1,1.4,-0.019,2775,0.517,0.375,0.296,0.2,0.1,0.8,0.7,1.7,8820,0.224,0.088,1631,0.5,-1.069,0.3,0.8,0.375,0.9,,,,,,,,,0.7,,-0.016,0.049,
KDH,3,2020,12.2,1.9,10.2,,0.157,0.091,683,1062,35,,1638.0,10803.0,,,,,,0.526,,,1.1,2.7,1.3,0.059,2819,0.31,0.276,0.206,0.2,0.1,0.8,0.5,1.9,8592,0.358,0.163,1710,0.5,-1.445,0.3,0.8,0.276,1.0,,,,,,,,,0.9,,0.036,0.027,
KDH,2,2020,11.6,1.7,8.8,,0.154,0.089,888,1882,34,,1546.0,10520.0,,,,,,0.52,,,1.1,2.5,1.1,0.146,2722,0.531,0.435,0.323,0.2,0.1,0.8,0.4,1.9,8158,0.241,0.136,2735,0.4,-2.08,0.2,0.8,0.435,0.9,,,,,,,,,0.9,,0.004,-0.031,
KDH,1,2020,10.6,1.3,9.0,,0.131,0.084,1017,2123,30,,1349.0,10852.0,,,,,,0.572,,,1.4,2.8,1.2,-0.052,2713,0.478,0.339,0.22,0.1,0.1,0.7,0.4,1.7,8101,0.202,0.128,3110,0.4,-4.931,0.2,0.8,0.339,0.9,,,,,,,,,0.7,,0.055,-0.085,
KDH,4,2019,16.0,1.9,9.1,,0.126,0.078,153,1787,71,,1423.0,11859.0,,,,,,0.58,,,1.4,2.8,1.2,0.0,2571,0.614,0.537,0.425,0.1,0.1,0.7,0.6,1.7,7825,0.153,0.103,1868,2.4,-5.144,0.2,1.3,0.537,1.0,,,,,,,,,0.7,,-0.07,0.056,
KDH,3,2019,15.2,1.9,10.6,,0.135,0.088,72,1203,27,121.1,1423.0,11230.0,,,,,,0.65,,,1.9,3.3,1.2,0.162,2766,0.683,0.61,0.484,0.1,0.1,0.7,0.5,1.5,7106,0.138,0.071,1249,5.0,-7.026,0.3,1.3,0.61,1.0,,,,,,,,,0.5,,0.119,0.057,
KDH,2,2019,16.9,1.9,12.0,,0.119,0.08,62,1112,22,1587.4,1225.0,10625.0,,,,,,0.655,,,1.9,3.3,1.3,-0.022,2471,0.576,0.412,0.275,0.1,0.1,0.8,0.9,1.5,6674,0.223,0.107,1152,5.9,-5.901,0.3,1.3,0.412,0.9,,,,,,,,,0.5,,-0.052,-0.019,
KDH,1,2019,16.2,1.9,11.4,,0.122,0.085,63,950,17,22.7,1252.0,10835.0,,,,,,0.731,,,2.8,4.3,1.6,-0.004,2606,0.313,0.202,0.122,0.1,0.1,0.9,1.9,1.4,6798,0.192,0.108,996,5.8,-4.043,0.4,1.4,0.202,0.9,,,,,,,,,0.4,,-0.022,0.015,
KDH,4,2018,16.8,2.0,12.2,,0.134,0.082,82,1140,21,41.3,1258.0,10677.0,,,,,,0.67,,,2.1,4.3,1.7,0.505,2664,0.432,0.378,0.256,0.1,0.1,1.3,0.1,1.5,7359,0.266,0.143,1201,4.4,-5.106,0.3,1.3,0.378,0.9,,,,,,,,,0.5,,0.326,0.081,
KDH,3,2018,26.1,2.2,18.4,,0.106,0.058,66,1340,8,22.9,835.0,9874.0,,,,,,0.648,,,1.9,4.1,1.5,0.055,2009,0.586,0.487,0.412,0.2,0.1,2.6,0.1,1.5,6908,0.268,0.137,1397,5.5,-4.005,0.2,1.3,0.487,1.1,,,,,,,,,0.5,,0.006,-0.006,
KDH,2,2018,23.6,1.9,17.0,,0.101,0.061,108,1154,8,11.1,792.0,9929.0,,,,,,0.682,,,2.2,4.0,1.6,0.013,1998,0.271,0.133,0.251,0.2,0.1,1.9,0.9,1.5,6546,0.223,0.13,1254,3.4,-3.317,0.3,1.4,0.133,2.6,,,,,,,,,0.5,,-0.223,0.027,
KDH,1,2018,27.9,2.3,14.7,,0.103,0.058,65,844,8,12.3,781.0,9665.0,,,,,,0.657,,,2.2,5.0,2.2,-0.009,2569,0.446,0.304,0.257,0.2,0.1,1.6,0.2,1.5,7037,0.21,0.114,901,5.6,-1.688,0.4,1.2,0.304,1.0,,,,,,,,,0.5,,-0.119,0.191,
KDH,4,2017,20.9,2.0,17.4,,0.117,0.058,63,764,11,261.1,788.0,8116.0,,,,,,0.544,,,1.8,5.3,2.5,0.055,2917,0.315,0.281,0.155,0.3,0.2,2.1,0.1,1.8,7212,0.418,0.183,816,5.8,-0.206,0.4,1.8,0.281,1.0,,,,,,,,,0.5,,-0.25,0.362,
KDH,3,2017,19.3,2.4,14.8,,0.131,0.056,21,527,7,35.9,747.0,5959.0,,,,,,0.445,,,1.3,5.7,2.6,0.169,3889,0.453,0.381,0.299,0.5,0.3,3.0,0.1,2.2,6513,0.413,0.171,541,17.2,6.347,0.5,1.3,0.381,1.0,,,,,,,,,0.8,,0.09,0.038,
KDH,2,2017,22.1,2.5,12.5,,0.115,0.053,40,510,10,20.0,639.0,5741.0,,,,,,0.498,,,1.7,5.6,2.3,0.042,3567,0.26,0.189,0.094,0.3,0.2,2.4,0.1,2.0,5497,0.177,0.094,540,9.1,7.11,0.6,1.7,0.189,0.8,,,,,,,,,0.6,,0.085,0.042,
KDH,1,2017,21.0,2.3,10.3,,0.115,0.05,40,637,9,90.1,613.0,5512.0,,,,,,0.455,,,1.3,4.4,1.6,0.044,3288,0.372,0.241,0.172,0.3,0.2,3.0,0.1,2.2,5512,0.214,0.146,668,9.2,6.476,0.5,1.4,0.241,1.0,,,,,,,,,0.7,,-0.014,0.034,
KDH,4,2016,17.3,1.9,9.7,,0.114,0.046,38,668,16,7.1,587.0,5330.0,,,,,,0.433,,,1.2,5.8,2.0,0.049,3334,0.147,0.099,0.049,0.4,0.2,3.5,0.1,2.3,5954,0.241,0.181,689,9.6,5.306,0.5,1.5,0.099,0.8,,,,,,,,,0.8,,-0.032,-0.023,
KDH,3,2016,19.2,2.0,11.8,,0.12,0.054,21,1377,2,15.2,560.0,5458.0,,,,,,0.41,,,1.1,5.8,1.3,0.0,3444,0.44,0.273,0.171,0.6,0.3,4.3,0.1,2.4,6308,0.181,0.173,1396,17.2,-3.454,0.3,1.3,0.273,0.8,,,,,,,,,0.9,,0.152,0.02,
KDH,2,2016,15.5,1.6,14.5,,0.122,0.059,24,1284,4,48.4,560.0,5348.0,,,,,,0.429,,,1.2,6.9,1.3,0.191,2989,0.363,0.276,0.157,0.5,0.3,4.0,0.1,2.3,6073,0.132,0.117,1304,15.2,-3.714,0.3,1.4,0.276,0.8,,,,,,,,,0.8,,0.348,0.043,
KDH,1,2016,18.5,1.7,14.3,,0.106,0.05,33,1531,2,32.6,470.0,5126.0,,,,,,0.406,,,1.1,10.0,2.0,0.158,2218,0.392,0.292,0.164,0.6,0.3,5.9,0.1,2.5,6443,0.129,0.135,1563,11.0,-4.047,0.2,1.5,0.292,0.8,,,,,,,,,0.9,,0.371,0.022,
KDH,4,2015,20.2,1.6,29.4,,0.111,0.045,46,1991,4,427.3,406.0,5017.0,,,,,,0.377,,,1.0,7.3,1.7,0.288,1617,0.404,0.16,0.267,0.7,0.3,10.2,0.1,2.7,6603,0.235,0.238,2033,8.0,-1.706,0.2,1.2,0.16,2.0,,,,,,,,,1.0,,-0.123,0.281,
KDH,3,2015,22.6,1.8,30.2,,0.102,0.055,18,930,2,29.5,315.0,3917.0,,,,,,0.513,,,1.1,15.0,3.6,0.245,1844,0.223,0.168,0.276,0.8,0.4,7.2,0.0,1.9,3988,0.097,0.066,947,20.1,-1.093,0.3,1.2,0.168,1.9,,,,,,,,,0.9,,0.377,0.028,
KDH,2,2015,28.3,1.9,33.5,,0.084,0.048,26,861,6,58.6,253.0,3809.0,,,,,,0.574,,,1.4,7.8,3.2,0.131,1339,0.314,0.24,0.164,0.5,0.3,7.5,0.1,1.7,3687,0.254,0.168,881,13.9,-1.056,0.3,1.3,0.24,0.9,,,,,,,,,0.7,,1.631,0.036,
KDH,1,2015,32.3,2.0,75.6,,0.084,0.048,44,1017,2,13.6,224.0,3675.0,,,,,,0.586,,,1.5,9.2,3.3,0.412,509,0.313,0.195,0.292,0.6,0.3,22.1,0.1,1.7,3085,0.294,0.261,1059,8.3,-0.386,0.2,1.2,0.195,1.8,,,,,,,,,0.7,,0.021,0.618,
KDH,4,2014,,,55.3,,0.084,0.042,42,1100,2,1.6,158.0,2271.0,,,,,,0.468,,,0.9,6.5,2.1,0.732,499,0.154,0.078,0.074,0.9,0.4,30.2,0.2,2.1,2610,0.29,0.283,1139,8.7,-0.356,0.3,0.3,0.078,0.3,,,,,,,,,1.1,,-1.615,0.025,
KDH,3,2014,,,-38.0,,0.049,0.029,45,2135,4,-1.4,91.0,2215.0,,,,,,0.586,,,1.6,6.8,3.1,-1.942,-811,0.035,-0.068,0.271,0.4,0.2,-9.9,0.1,1.7,1915,0.301,0.294,2177,8.1,-0.138,0.1,1.2,-0.068,-4.6,,,,,,,,,0.6,,0.733,0.045,
KDH,2,2014,,,-63.6,,-0.05,-0.026,227,4814,-15,-3.2,-97.0,2121.0,,,,,,0.55,,,1.5,5.8,2.4,-0.581,-468,-2.975,-8.06,13.469,0.5,0.3,-24.4,0.2,1.8,1747,0.182,0.206,5056,1.6,-0.276,0.1,1.4,-8.06,-2.4,,,,,,,,,0.7,,-0.649,0.307,
KDH,1,2014,,,-19.4,,-0.138,-0.069,740,4561,-3,3.6,-232.0,1622.0,,,,,,0.539,,,1.2,7.1,2.8,-0.012,-1333,0.368,0.269,0.129,0.6,0.3,-10.4,0.0,1.9,1497,0.075,0.102,5304,0.5,0.662,0.0,1.6,0.269,0.8,,,,,,,,,0.9,,-0.091,0.126,
KDH,4,2013,,,-13.4,,-0.147,-0.079,118,2978,8,-5.2,-235.0,1440.0,,,,,,0.536,,,1.2,7.3,2.3,-0.231,-1467,-0.146,-1.251,-0.772,0.6,0.3,-8.2,0.0,1.9,1331,0.094,0.15,3089,3.1,-0.017,0.1,0.5,-1.251,0.3,,,,,,,,,0.8,,0.103,-0.022,
KDH,3,2013,,,-17.1,,-0.185,-0.106,279,2520,16,-0.1,-305.0,1473.0,,,,,,0.584,,,1.4,5.3,1.7,0.868,-1330,-0.153,-0.125,-3.234,0.4,0.2,-7.4,0.0,1.7,1125,0.078,0.156,2783,1.3,-0.148,0.0,1.2,-0.125,32.2,,,,,,,,,0.7,,-0.044,0.042,
KDH,2,2013,,,-15.1,,-0.094,-0.049,506,4180,4,-62.4,-163.0,1414.0,,,,,,0.384,,,0.9,5.1,1.3,1.143,-1391,1.091,1.217,1.084,0.7,0.3,-8.8,0.1,2.6,1774,0.158,0.391,4683,0.7,0.0,0.0,1.3,1.217,1.2,,,,,,,,,1.1,,8.052,-0.04,
KDH,1,2013,,,-114.8,,-0.044,-0.023,370,3188,5,1.1,-76.0,1472.0,,,,,,0.395,,,1.0,5.4,1.5,-0.135,-154,0.346,0.126,0.071,0.6,0.3,-75.2,0.1,2.5,1788,0.144,0.43,3554,1.0,-0.528,0.1,0.3,0.126,0.2,,,,,,,,,1.0,,-0.525,-0.088,
KDH,4,2012,,,-59.1,,-0.049,-0.025,866,6652,-29,-4.1,-88.0,1613.0,,,,,,0.495,,,1.2,4.7,1.6,4.291,-324,5.732,7.338,9.494,0.5,0.3,-38.3,0.1,2.0,1345,0.096,0.275,7548,0.4,-0.004,0.0,1.3,7.338,1.7,,,,,,,,,0.8,,-0.117,-0.069,
KDH,3,2012,,,-52.9,,-0.009,-0.004,12753,-40287,-5,1.5,-16.0,1732.0,,,,,,0.538,,,1.4,6.6,2.2,2.4,-366,0.801,0.449,0.012,0.4,0.3,-45.2,0.0,1.9,1354,0.059,0.133,-27529,0.0,-0.003,0.0,20.7,0.449,0.6,,,,,,,,,0.7,,2.121,-0.005,
KDH,2,2012,,,-186.9,,-0.003,-0.001,2266,24945,-4,0.4,-4.0,1741.0,,,,,,0.581,,,1.8,4.9,1.4,-1.393,-117,0.127,0.07,-0.01,0.3,0.2,-119.4,0.2,1.7,1152,0.042,0.073,27215,0.2,-0.003,0.0,-8.0,0.07,1.1,,,,,,,,,0.6,,-1.341,0.054,
