ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth
DHA,4,2017,5.9,1.0,5.6,,0.168,0.157,38,0.0,12,,3987.0,24294.0,,,,,,0.935,,,14.5,7.5,7.5,-0.122,4342.0,0.268,0.201,0.162,0.0,0.0,0.0,,1.1,140,0.209,0.175,27.0,9.6,-0.278,0.7,1.2,0.201,1.0,,,,,,,,,0.1,,0.054,-0.011,
DHA,3,2017,5.4,1.0,7.0,,0.191,0.175,46,0.0,9,,4541.0,24561.0,,,,,,0.936,,,14.7,9.0,9.0,0.147,4118.0,0.329,0.288,0.237,0.0,0.0,0.0,,1.1,172,0.172,0.125,37.0,8.0,-0.361,0.6,1.3,0.288,1.0,,,,,,,,,0.1,,0.223,0.046,
DHA,2,2017,5.8,1.0,9.5,,0.173,0.154,47,0.0,9,,3961.0,23483.0,,,,,,0.936,,,14.6,8.1,8.0,0.077,3368.0,0.341,0.281,0.279,0.0,0.0,0.0,,1.1,146,0.075,0.051,38.0,7.8,-0.285,0.6,1.2,0.281,1.2,,,,,,,,,0.1,,0.13,-0.003,
DHA,1,2017,5.4,0.8,9.8,,0.159,0.146,51,,10,,3678.0,23544.0,,,,,,0.94,,,15.7,9.7,9.7,0.1,2982.0,0.309,0.249,0.238,0.0,0.0,0.0,,1.1,168,0.11,0.08,,7.2,-0.244,0.6,1.2,0.249,1.2,,,,,,,,,0.1,,0.14,0.018,
DHA,4,2016,5.8,0.8,10.2,,0.145,0.131,52,0.0,40,,3343.0,23126.0,,,,,,0.934,,,14.2,6.6,6.6,0.201,2616.0,0.275,0.184,0.34,0.0,0.0,0.0,,1.1,118,0.235,0.18,13.0,7.0,-0.191,0.5,1.2,0.184,2.3,,,,,,,,,0.1,,-0.089,0.011,
DHA,3,2016,8.6,1.1,8.6,,0.123,0.113,54,0.0,7,,2784.0,22874.0,,,,,,0.89,,,8.1,3.9,3.9,-0.04,2872.0,0.246,0.167,0.154,0.0,0.0,0.0,,1.1,112,0.229,0.171,46.0,6.8,-0.159,0.6,1.3,0.167,1.1,,,,,,,,,0.1,,-0.117,0.022,
DHA,2,2016,7.9,1.0,8.2,,0.131,0.117,51,,8,,2901.0,22376.0,,,,,,0.846,,,5.5,2.8,2.8,-0.034,3254.0,0.309,0.247,0.277,0.0,0.0,0.0,,1.2,101,0.214,0.148,,7.1,-0.1,0.6,1.2,0.247,1.4,,,,,,,,,0.2,,0.059,-0.014,
DHA,1,2016,5.6,0.7,5.4,,0.135,0.119,52,0.0,7,,3005.0,22698.0,,,,,,0.897,,,8.7,4.3,4.3,-0.003,3072.0,0.296,0.213,0.212,0.0,0.0,0.0,,1.1,120,0.194,0.195,46.0,7.0,-0.08,0.5,1.2,0.213,1.2,,,,,,,,,0.1,,-0.045,-0.018,
DHA,4,2015,4.2,0.6,5.9,,0.136,0.124,48,1.0,36,,3012.0,23104.0,,,,,,0.884,,,7.6,3.9,3.9,0.152,3218.0,0.319,0.223,0.172,0.0,0.0,0.0,,1.1,123,0.216,0.204,14.0,7.5,-0.08,0.6,1.3,0.223,1.0,,,,,,,,,0.1,,0.073,0.03,
DHA,3,2015,4.0,0.5,6.2,,0.121,0.115,56,0.0,6,,2615.0,22436.0,,,,,,0.952,,,20.0,9.4,9.5,0.145,2998.0,0.293,0.228,0.188,0.0,0.0,0.0,,1.1,121,0.107,0.111,49.0,6.6,-0.018,0.6,1.3,0.228,1.1,,,,,,,,,0.1,,0.238,0.028,
DHA,2,2015,4.4,0.5,6.2,,0.108,0.1,57,0.0,7,,2284.0,21821.0,,,,,,0.945,,,17.2,7.8,7.8,0.503,2422.0,0.275,0.221,0.351,0.0,0.0,0.2,,1.1,112,0.133,0.158,49.0,6.4,-0.027,0.5,1.3,0.221,2.0,,,,,,,,,0.1,,0.149,0.001,
DHA,1,2015,6.1,0.4,8.2,,0.071,0.063,59,0.0,9,,1519.0,21789.0,,,,,,0.869,,,6.6,2.7,2.7,0.507,2108.0,0.293,0.242,0.195,0.0,0.0,0.2,,1.2,83,0.046,0.053,50.0,6.2,-0.026,0.5,1.3,0.242,1.0,,,,,,,,,0.2,,0.4,0.029,
DHA,4,2014,,,9.6,,0.048,0.044,54,6.0,9,,1008.0,21182.0,,,,,,0.938,,,15.2,4.9,4.9,0.35,1506.0,0.228,0.165,0.11,0.0,0.0,0.4,,1.1,81,0.069,0.094,51.0,6.8,-0.028,0.5,1.3,0.165,0.9,,,,,,,,,0.1,,0.449,0.017,
DHA,3,2014,,,12.4,,0.036,0.033,61,0.0,6,71.7,746.0,20828.0,,,,,,0.953,,,20.2,5.8,5.8,-0.172,1040.0,0.188,0.123,0.102,0.0,0.0,0.6,,1.0,73,0.028,0.044,55.0,6.0,-0.026,0.5,1.3,0.123,1.1,,,,,,,,,0.0,,-0.136,0.014,
DHA,2,2014,,,8.3,,0.044,0.039,64,0.0,7,14.9,902.0,20545.0,,,,,,0.904,,,9.4,2.9,2.9,0.71,1203.0,0.191,0.112,0.096,0.0,0.0,1.2,,1.1,61,0.046,0.094,57.0,5.7,-0.005,0.5,1.3,0.112,1.1,,,,,,,,,0.1,,0.905,-0.013,
DHA,1,2014,,,14.9,,0.025,0.022,68,13.0,12,4.5,527.0,20821.0,,,,,,0.913,,,10.5,3.2,3.2,-0.103,631.0,0.088,0.043,0.029,0.0,0.0,2.7,,1.1,64,0.031,0.068,69.0,5.4,-0.01,0.4,1.3,0.043,0.9,,,,,,,,,0.1,,-0.176,0.003,
DHA,4,2013,,,12.9,,0.028,0.024,55,26.0,15,11.5,588.0,20763.0,,,,,,0.893,,,8.3,2.6,2.5,0.031,767.0,0.134,0.097,0.034,0.1,0.1,2.1,,1.1,59,0.046,0.103,66.0,6.6,-0.008,0.4,1.2,0.097,0.4,,,,,,,,,0.1,,1.177,0.005,
DHA,3,2013,,,23.9,,0.027,0.024,56,23.0,12,15.5,570.0,20669.0,,,,,,0.904,,,9.4,2.7,2.7,0.077,352.0,0.263,0.214,0.184,0.1,0.1,4.0,,1.1,56,0.022,0.065,68.0,6.5,-0.009,0.5,1.3,0.214,1.1,,,,,,,,,0.1,,-0.002,0.022,
DHA,2,2013,,,27.1,,0.026,0.022,53,28.0,13,-3.8,530.0,20231.0,,,,,,0.881,,,7.4,2.4,2.4,-0.535,353.0,-0.023,-0.099,-0.032,0.1,0.1,5.7,,1.1,56,0.031,0.07,67.0,6.9,-0.009,0.5,1.4,-0.099,0.4,,,,,,,,,0.1,,-0.761,-0.052,
DHA,1,2013,,,6.7,,0.053,0.045,45,40.0,16,4.1,1139.0,21331.0,,,,,,0.852,,,5.8,2.2,2.0,0.041,1477.0,0.165,0.1,0.054,0.1,0.1,1.4,,1.2,64,0.077,0.177,69.0,8.2,-0.038,0.5,1.2,0.1,0.7,,,,,,,,,0.2,,-0.098,0.005,
DHA,4,2012,,,6.5,,0.049,0.042,32,46.0,14,-15.1,1094.0,21225.0,,,,,,0.852,,,5.8,2.1,1.8,-0.462,1637.0,0.047,-0.046,0.022,0.1,0.1,1.3,,1.2,58,0.06,0.126,64.0,11.3,-0.039,0.6,1.2,-0.046,-0.6,,,,,,,,,0.2,,-0.399,0.004,
DHA,3,2012,,,3.8,,0.094,0.079,38,56.0,13,5.3,2033.0,21150.0,,,,,,0.863,,,6.3,2.3,1.9,-0.046,2727.0,0.186,0.137,0.107,0.1,0.1,0.8,,1.2,62,0.038,0.085,81.0,9.7,-0.042,0.6,1.2,0.137,0.9,,,,,,,,,0.2,,-0.071,0.019,
DHA,2,2012,,,4.1,,0.101,0.08,37,72.0,21,7.0,2131.0,20752.0,,,,,,0.829,,,4.9,1.9,1.5,-0.108,2935.0,0.222,0.145,0.127,0.1,0.1,0.9,,1.2,53,0.039,0.073,89.0,9.8,-0.042,0.5,1.2,0.145,1.0,,,,,,,,,0.2,,-0.088,-0.041,
DHA,1,2012,,,4.4,,0.109,0.092,42,80.0,24,2.0,2391.0,21643.0,,,,,,0.84,,,5.3,2.2,1.7,-0.216,3220.0,0.124,0.054,0.027,0.1,0.1,0.7,,1.2,69,0.027,0.043,98.0,8.6,-0.008,0.6,1.3,0.054,0.7,,,,,,,,,0.2,,-0.151,-0.059,
DHA,4,2011,,,3.2,,0.134,0.113,30,92.0,25,5.9,3051.0,23011.0,,,,,,0.841,,,5.3,2.4,1.9,0.233,3795.0,0.383,0.29,0.305,0.1,0.1,0.6,,1.2,86,0.052,0.121,97.0,12.2,-0.048,0.6,0.9,0.29,1.0,,,,,,,,,0.2,,-0.083,0.046,
DHA,3,2011,,,4.0,,0.112,0.093,32,85.0,17,4.3,2475.0,21997.0,,,,,,0.815,,,4.4,1.9,1.4,-0.119,4138.0,0.306,0.198,0.136,0.1,0.1,0.6,,1.2,63,0.011,0.019,100.0,11.5,-0.064,0.6,1.3,0.198,0.9,,,,,,,,,0.2,,-0.085,0.023,
DHA,2,2011,,,3.9,,0.131,0.105,32,90.0,19,8.2,2811.0,21500.0,,,,,,0.765,,,3.3,1.7,1.3,-0.197,4524.0,0.38,0.254,0.167,0.2,0.1,0.5,,1.3,63,0.073,0.116,102.0,11.5,-0.339,0.6,1.4,0.254,0.9,,,,,,,,,0.3,,-0.099,-0.04,
DHA,1,2011,,,3.7,,0.156,0.137,32,86.0,19,8.7,3499.0,22387.0,,,,,,0.848,,,5.6,2.2,1.6,-0.034,5023.0,0.402,0.296,0.236,0.1,0.1,0.3,,1.2,71,0.042,0.065,99.0,11.3,-0.534,0.6,1.3,0.296,1.0,,,,,,,,,0.2,,-0.036,-0.012,
DHA,4,2010,,,5.2,,0.164,0.145,23,80.0,19,10.1,3624.0,22669.0,,,,,,0.852,,,5.8,2.4,1.7,-0.198,5210.0,0.283,0.156,0.112,0.1,0.1,0.2,,1.2,78,0.023,0.025,84.0,16.0,-0.51,0.6,1.3,0.156,0.9,,,,,,,,,0.2,,-0.245,0.022,
DHA,3,2010,,,4.6,,0.213,0.188,21,81.0,17,,4519.0,22178.0,,,,,,0.849,,,5.6,2.2,1.6,-0.098,6897.0,0.351,0.252,0.199,0.1,0.1,0.1,,1.2,68,0.052,0.051,85.0,17.3,-0.494,0.7,1.3,0.252,1.0,,,,,,,,,0.2,,-0.039,0.039,
DHA,2,2010,,,6.0,,0.248,0.216,25,81.0,18,,5008.0,21346.0,,,,,,0.831,,,4.9,2.2,1.6,0.028,7174.0,0.417,0.311,0.303,0.0,0.0,0.1,,1.2,73,0.059,0.04,88.0,14.7,-0.215,0.7,1.3,0.311,1.3,,,,,,,,,0.2,,0.076,-0.056,
DHA,1,2010,,,6.6,,0.233,0.212,22,78.0,19,,4872.0,22621.0,,,,,,0.915,,,10.7,5.1,4.0,0.08,6670.0,0.467,0.36,0.284,0.0,0.0,0.1,,1.1,120,0.076,0.054,81.0,16.6,-0.016,0.6,1.3,0.36,1.0,,,,,,,,,0.1,,0.142,0.047,
DHA,4,2009,,,6.9,,0.222,0.204,21,60.0,12,,4513.0,21611.0,,,,,,0.919,,,11.3,5.2,4.2,0.226,5839.0,0.343,0.231,0.35,0.0,0.0,0.1,,1.1,111,0.08,0.059,69.0,17.3,-0.052,0.6,1.2,0.231,1.8,,,,,,,,,0.1,,0.011,0.064,
DHA,3,2009,,,8.1,,0.189,0.177,30,60.0,9,,3681.0,20310.0,,,,,,0.926,,,12.5,5.5,4.3,0.109,5775.0,0.446,0.352,0.374,0.0,0.0,0.1,,1.1,102,0.065,0.04,80.0,12.2,-0.058,0.6,1.2,0.352,1.3,,,,,,,,,0.1,,0.035,0.068,
DHA,2,2009,,,4.7,,0.18,0.168,20,48.0,18,,3318.0,19015.0,,,,,,0.917,,,11.0,4.4,3.5,0.25,5582.0,0.446,0.35,0.365,0.0,0.0,0.0,,1.1,81,0.069,0.073,50.0,18.1,-0.06,0.6,1.2,0.35,1.3,,,,,,,,,0.1,,-0.078,-0.007,
DHA,1,2009,,,3.9,,0.141,0.131,21,42.0,20,20.5,2655.0,19156.0,,,,,,0.902,,,9.2,4.7,4.0,-0.06,6053.0,0.381,0.27,0.25,0.1,0.0,0.1,,1.1,106,0.055,0.066,43.0,17.5,-0.073,0.5,1.2,0.27,1.1,,,,,,,,,0.1,,,0.003,
DHA,4,2008,,,,,0.17,0.154,20,29.0,15,348.2,2823.0,19104.0,,,,,,0.924,,,12.1,5.9,5.3,0.061,,0.416,0.32,0.192,0.0,0.0,,,1.1,105,0.024,,34.0,18.2,,0.6,1.3,0.32,0.8,,,,,,,,,0.1,,,0.025,
DHA,3,2008,,,,,0.164,0.154,30,16.0,7,,2660.0,18638.0,,,,,,0.952,,,19.9,11.2,10.7,0.139,,0.499,0.417,0.359,0.0,0.0,,,1.1,124,0.046,,39.0,12.2,,0.6,1.3,0.417,1.1,,,,,,,,,0.1,,,0.049,
DHA,2,2008,,,,,0.151,0.143,21,6.0,17,,2336.0,17761.0,,,,,,0.95,,,19.1,11.2,11.1,-0.091,,0.526,0.449,0.19,0.0,0.0,,,1.1,123,0.061,,10.0,17.2,,0.6,1.3,0.449,0.5,,,,,,,,,0.1,,,-0.036,
LTG,3,2022,5.6,0.7,5.7,,0.126,0.041,35,143,52,3.1,4519.0,36383.0,,,,,,0.308,,,0.4,1.2,0.6,0.097,11785,0.18,0.074,0.023,1.4,0.4,4.2,29.4,3.2,1109,0.274,0.403,127,10.4,-0.266,1.3,0.7,0.074,0.5,,,,,,,,,2.2,,0.111,0.023,
LTG,2,2022,8.7,1.0,7.1,,0.117,0.038,37,143,53,0.9,4119.0,35568.0,,,,,,0.317,,,0.5,1.2,0.7,-0.215,10606,0.105,0.014,,1.6,0.5,4.8,82.1,3.2,1094,0.266,0.351,128,9.8,-0.257,1.3,,0.014,-1.1,,,,,,,,,2.1,,-0.02,-0.099,
LTG,1,2022,8.1,1.1,6.7,,0.137,0.05,49,144,37,7.3,5248.0,39462.0,,,,,,0.376,,,0.6,1.3,0.7,0.004,10818,0.236,0.118,0.078,1.3,0.5,4.7,75.5,2.7,1401,0.369,0.426,155,7.5,-0.2,1.2,0.8,0.118,0.9,,,,,,,,,1.6,,-0.071,0.06,
LTG,4,2021,6.4,0.9,7.4,,0.145,0.057,46,107,43,4.9,5227.0,37232.0,,,,,,0.38,,,0.6,1.3,0.8,-0.007,11646,0.214,0.067,0.052,1.2,0.5,3.0,63.7,2.6,1274,0.592,0.496,110,8.0,-0.201,1.4,0.9,0.067,0.9,,,,,,,,,1.6,,-0.055,0.055,
LTG,3,2021,7.1,1.1,6.0,,0.155,0.059,39,147,28,2.8,5266.0,35283.0,,,,,,0.349,,,0.5,1.2,0.4,-0.122,12324,0.178,0.058,0.016,1.3,0.5,3.1,63.2,2.9,1155,0.198,0.215,159,9.3,-0.176,1.5,0.6,0.058,0.5,,,,,,,,,1.8,,-0.027,0.005,
LTG,2,2021,6.3,1.1,6.1,,0.18,0.068,38,152,37,2.4,5999.0,35098.0,,,,,,0.334,,,0.5,1.2,0.4,-0.175,12660,0.128,0.034,0.017,1.3,0.4,2.8,59.7,3.0,1156,0.28,0.24,153,9.5,-0.158,1.5,0.7,0.034,0.7,,,,,,,,,2.0,,-0.083,-0.05,
LTG,1,2021,4.7,0.9,4.9,,0.212,0.081,47,168,49,10.4,7274.0,36947.0,,,,,,0.352,,,0.6,1.2,0.6,0.602,13802,0.247,0.138,0.076,1.3,0.5,2.7,162.6,2.8,1325,0.55,0.538,166,7.8,-0.15,1.3,0.8,0.138,0.7,,,,,,,,,1.8,,0.404,0.064,
LTG,4,2020,5.9,0.8,6.7,,0.136,0.054,57,156,92,12.6,4540.0,34734.0,,,,,,0.404,,,0.7,1.3,0.7,0.497,9832,0.201,0.078,0.046,0.7,0.3,2.5,,2.5,1296,0.193,0.184,120,6.4,-0.099,1.1,0.8,0.078,0.8,,,,,,,,,1.4,,0.264,0.062,
LTG,3,2020,7.8,0.7,6.3,,0.094,0.039,65,208,61,7.5,3033.0,32720.0,,,,,,0.43,,,0.8,1.3,0.5,0.257,7780,0.21,0.088,0.051,0.8,0.4,3.6,,2.3,1137,0.148,0.186,212,5.6,-0.056,0.9,0.8,0.088,0.8,,,,,,,,,1.3,,0.079,0.035,
LTG,2,2020,7.4,0.6,6.1,,0.077,0.03,61,204,56,8.8,2412.0,31611.0,,,,,,0.443,,,0.8,1.3,0.4,-0.175,7212,0.272,0.125,0.102,0.8,0.4,4.5,,2.3,1036,0.158,0.225,209,6.0,-0.042,0.9,0.9,0.125,0.9,,,,,,,,,1.2,,-0.162,-0.004,
LTG,1,2020,4.2,0.4,4.6,,0.092,0.036,49,182,69,0.5,2923.0,31740.0,,,,,,0.424,,,0.8,1.3,0.5,-0.287,8601,0.243,0.017,,0.8,0.3,3.9,,2.4,1037,0.115,0.207,162,7.4,-0.021,1.1,,0.017,-2.9,,,,,,,,,1.3,,-0.131,-0.015,
LTG,4,2019,4.7,0.6,4.8,,0.13,0.047,102,153,90,3.9,4101.0,32215.0,,,,,,0.398,,,0.7,1.3,0.6,-0.289,9895,0.192,0.054,0.021,0.8,0.3,3.2,,2.5,1043,0.048,0.078,164,3.6,-0.029,1.2,1.8,0.054,0.7,,,,,,,,,1.5,,-0.263,0.008,
LTG,3,2019,3.5,0.6,3.7,,0.19,0.067,85,146,51,2.8,5767.0,31952.0,,,,,,0.395,,,0.7,1.3,0.6,-0.008,13430,0.18,0.057,0.021,0.9,0.4,3.0,,2.5,990,0.058,0.102,180,4.3,-0.061,1.3,1.5,0.057,0.6,,,,,,,,,1.5,,0.023,0.016,
LTG,2,2019,3.5,0.6,5.0,,0.195,0.065,102,131,49,6.0,5815.0,31452.0,,,,,,0.349,,,0.5,1.2,0.7,0.19,13129,0.224,0.108,0.068,1.2,0.4,3.2,38.0,2.9,1003,0.095,0.127,184,3.6,-0.066,1.3,1.3,0.108,0.8,,,,,,,,,1.8,,0.119,-0.002,
LTG,1,2019,4.6,0.7,6.0,,0.16,0.057,72,144,31,2.7,4887.0,31522.0,,,,,,0.355,,,0.6,1.2,0.5,-0.041,11736,0.218,0.076,0.036,1.3,0.5,4.0,41.1,2.8,982,0.051,0.068,185,5.1,-0.062,1.3,1.4,0.076,0.6,,,,,,,,,1.8,,-0.001,0.022,
LTG,4,2018,4.6,0.8,6.3,,0.172,0.058,97,132,65,6.8,5095.0,30838.0,,,,,,0.323,,,0.5,1.2,0.6,0.063,11744,0.246,0.117,0.066,1.3,0.4,3.2,20.0,3.1,986,0.061,0.077,165,3.8,-0.053,1.3,1.5,0.117,0.9,,,,,,,,,2.1,,0.033,0.076,
LTG,3,2018,5.4,0.9,7.0,,0.173,0.057,70,139,37,1.9,4792.0,28664.0,,,,,,0.316,,,0.5,1.2,0.5,-0.091,11369,0.194,0.043,0.022,1.5,0.5,4.2,15.4,3.2,881,0.078,0.096,172,5.2,-0.056,1.4,1.2,0.043,0.6,,,,,,,,,2.1,,-0.06,0.017,
HDG,3,2022,5.5,1.5,5.2,,0.306,0.089,6,380,149,3.5,5694.0,21654.0,,,,,,0.334,,,0.7,1.2,0.8,0.016,13992,0.605,0.532,0.3,1.0,0.4,2.3,0.2,3.0,711,0.029,0.025,237,56.9,-0.163,0.2,0.7,0.532,0.8,,,,,,,,,1.5,,-0.081,0.096,
HDG,2,2022,8.4,2.4,5.5,,0.338,0.09,-39,409,188,4.9,5603.0,19750.0,,,,,,0.309,,,0.6,1.1,0.7,0.354,15222,0.68,0.654,0.389,1.1,0.4,2.5,0.2,3.2,222,0.046,0.039,183,,-0.252,0.2,0.7,0.654,0.9,,,,,,,,,1.6,,0.253,0.051,
HDG,1,2022,14.1,3.1,9.5,,0.255,0.067,24,492,124,3.5,4137.0,18783.0,,,,,,0.287,,,0.6,1.0,0.6,-0.071,12148,0.679,0.616,0.357,1.2,0.4,3.2,0.2,3.5,-2,0.051,0.023,392,15.4,-0.241,0.2,0.8,0.616,0.8,,,,,,,,,1.8,,-0.065,0.06,
HDG,4,2021,12.3,3.1,8.2,,0.29,0.073,41,347,127,6.8,4456.0,17716.0,,,,,,0.271,,,0.5,1.2,0.8,0.409,12986,0.686,0.621,0.375,1.4,0.5,3.1,0.1,3.7,601,0.04,0.018,261,8.9,-0.319,0.3,0.7,0.621,0.8,,,,,,,,,2.0,,0.091,0.136,
HDG,3,2021,12.6,2.5,10.2,,0.228,0.054,-10,325,259,4.7,3162.0,15589.0,,,,,,0.25,,,0.5,0.9,0.6,0.149,11901,0.653,0.591,0.361,1.4,0.4,3.4,0.1,4.0,-574,0.103,0.04,56,,-0.378,0.3,0.8,0.591,0.8,,,,,,,,,2.2,,0.009,0.163,
HDG,2,2021,10.9,2.2,9.9,,0.22,0.047,-58,318,315,1.7,2752.0,13406.0,,,,,,0.22,,,0.4,0.8,0.5,-0.392,11792,0.621,0.35,0.04,1.5,0.4,3.5,0.2,4.5,-999,0.096,0.038,-55,,-0.445,0.3,0.3,0.35,0.4,,,,,,,,,2.5,,-0.327,-0.018,
HDG,1,2021,6.5,2.2,6.7,,0.374,0.078,18,270,152,6.6,4530.0,13650.0,,,,,,0.238,,,0.4,1.1,0.7,0.145,17512,0.466,0.427,0.238,1.5,0.5,2.7,0.1,4.2,415,0.114,0.057,136,20.7,-0.527,0.4,0.7,0.427,0.9,,,,,,,,,2.2,,0.101,0.051,
HDG,4,2020,6.6,2.0,6.1,,0.351,0.071,34,301,142,4.0,3958.0,12983.0,,,,,,0.227,,,0.4,1.1,0.6,0.007,15912,0.516,0.449,0.175,1.6,0.5,2.9,0.1,4.4,263,0.105,0.072,193,10.8,-0.526,0.4,0.5,0.449,0.7,,,,,,,,,2.4,,0.112,0.067,
HDG,3,2020,4.2,1.4,6.4,,0.367,0.072,35,311,95,5.1,3931.0,12165.0,,,,,,0.218,,,0.4,1.1,0.6,-0.103,14304,0.423,0.354,0.153,1.7,0.5,3.0,0.1,4.6,366,0.079,0.057,251,10.4,-0.48,0.4,0.5,0.354,0.8,,,,,,,,,2.5,,-0.057,0.048,
HDG,2,2020,2.9,1.1,4.9,,0.44,0.079,11,314,99,7.2,4381.0,11606.0,,,,,,0.208,,,0.4,1.0,0.5,0.406,15174,0.409,0.391,0.238,1.6,0.4,2.8,0.2,4.8,-211,0.11,0.117,225,34.0,-0.542,0.4,0.7,0.391,0.9,,,,,,,,,2.6,,-0.054,0.095,
HDG,1,2020,2.7,0.8,5.2,,0.329,0.057,118,449,110,4.8,3117.0,10602.0,,,,,,0.182,,,0.3,1.0,0.5,-0.276,16035,0.391,0.341,0.168,1.8,0.4,3.0,0.3,5.5,93,0.185,0.239,457,3.1,-0.801,0.3,0.6,0.341,0.8,,,,,,,,,3.2,,0.009,-0.109,
HDG,4,2019,5.2,1.9,5.0,,0.414,0.07,63,488,106,5.3,4305.0,11903.0,,,,,,0.174,,,0.3,1.1,0.5,-0.243,15887,0.346,0.281,0.163,1.8,0.4,2.5,0.2,5.7,659,0.128,0.142,444,5.8,-0.795,0.4,1.5,0.281,0.9,,,,,,,,,3.2,,-0.163,0.034,
HDG,3,2019,4.5,2.2,4.5,,0.603,0.095,30,477,72,5.2,5685.0,11514.0,,,,,,0.173,,,0.3,1.1,0.5,0.138,18972,0.39,0.345,0.193,1.6,0.4,1.8,0.2,5.8,603,0.132,0.12,435,12.1,-0.825,0.4,1.5,0.345,0.8,,,,,,,,,3.1,,0.063,0.111,
HDG,2,2019,4.9,2.3,5.5,,0.595,0.085,34,517,68,7.5,4994.0,10362.0,,,,,,0.151,,,0.3,1.1,0.5,0.147,17843,0.465,0.402,0.149,1.8,0.4,2.2,0.3,6.6,531,0.322,0.232,482,10.7,-0.76,0.4,2.2,0.402,0.8,,,,,,,,,3.5,,0.122,-0.003,
HDG,1,2019,5.5,2.3,6.6,,0.52,0.08,35,542,51,8.2,4353.0,10397.0,,,,,,0.164,,,0.3,1.8,0.7,0.173,15898,0.471,0.404,0.294,1.4,0.3,2.3,0.3,6.1,2820,0.182,0.124,526,10.6,-0.549,0.4,1.2,0.404,0.9,,,,,,,,,3.2,,0.324,-0.025,
HDG,4,2018,5.4,1.9,6.2,,0.4,0.063,74,614,57,15.8,3712.0,10664.0,,,,,,0.16,,,0.3,3.0,1.3,0.536,12010,0.421,0.368,0.252,1.0,0.2,2.2,0.6,6.2,4503,0.248,0.174,632,4.9,-0.41,0.3,1.5,0.368,1.0,,,,,,,,,3.2,,0.537,0.213,
HDG,3,2018,9.1,2.5,9.2,,0.315,0.044,48,735,44,9.0,2416.0,8792.0,,,,,,0.139,,,0.3,4.2,1.5,0.354,7815,0.297,0.237,0.148,1.0,0.2,3.1,0.2,7.2,4779,0.289,0.191,739,7.7,-0.666,0.3,1.4,0.237,0.9,,,,,,,,,3.4,,0.142,0.139,
HDG,2,2018,9.0,2.1,17.4,,0.249,0.033,50,792,49,1.5,1784.0,7717.0,,,,,,0.131,,,0.3,1.9,0.7,0.174,6841,0.271,0.079,0.044,1.0,0.2,4.5,0.2,7.6,2741,0.18,0.157,793,7.3,-0.592,0.3,2.2,0.079,1.2,,,,,,,,,3.4,,-0.01,0.011,
HDG,1,2018,15.0,3.0,8.0,,0.207,0.03,73,679,43,2.2,1520.0,7631.0,,,,,,0.14,,,0.3,3.9,1.4,0.075,6913,0.431,0.206,0.079,1.0,0.2,4.3,0.2,7.1,3657,0.178,0.141,709,5.0,-0.629,0.3,2.1,0.206,0.8,,,,,,,,,3.3,,0.018,-0.032,
HDG,4,2017,11.2,2.0,8.5,,0.195,0.031,62,653,60,25.6,1414.0,7883.0,,,,,,0.153,,,0.3,3.4,1.3,0.443,6793,0.353,0.252,0.208,0.9,0.2,4.3,0.2,6.5,3433,0.344,0.237,655,5.9,-0.516,0.3,1.2,0.252,0.9,,,,,,,,,3.0,,0.318,0.201,
HDG,3,2017,16.2,2.4,11.5,,0.155,0.024,45,596,34,1.0,980.0,6562.0,,,,,,0.142,,,0.3,1.9,0.7,0.001,5154,0.203,0.075,-0.002,1.0,0.2,5.4,0.1,7.0,2136,0.224,0.13,607,8.2,-0.563,0.3,-11.0,0.075,0.3,,,,,,,,,3.1,,-0.183,-0.004,
HDG,2,2017,14.1,2.1,7.9,,0.157,0.024,41,548,37,0.9,979.0,6588.0,,,,,,0.136,,,0.3,2.2,1.0,-0.312,6306,0.34,0.057,-0.042,1.4,0.3,5.5,0.2,7.3,2840,0.709,0.547,552,8.9,-0.58,0.4,-0.6,0.057,0.5,,,,,,,,,3.3,,-0.027,-0.071,
HDG,1,2017,9.2,1.9,8.3,,0.217,0.044,69,511,27,1.1,1423.0,7093.0,,,,,,0.152,,,0.3,1.7,0.8,-0.011,6478,0.499,0.263,0.003,1.4,0.3,3.6,0.2,6.6,2119,0.534,0.424,553,5.3,-1.128,0.4,13.0,0.263,0.2,,,,,,,,,3.1,,0.147,0.071,
