ticker,quarter,year,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda
CII,1,2006,44,,,0,44,-26.0,18.0,,,-10,9,8,8,,,,,,,,
CII,4,2005,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
CII,3,2005,44,,,0,44,-30.0,14.0,,,-10,5,5,5,,,,,,,,
CII,2,2005,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
CII,1,2005,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
PAN,3,2022,3585,0.403,0.112,-2920,665,-479.0,186.0,1.591,-0.303,-45,177,142,55,0.433,-0.44,,,,,,307.0
PAN,2,2022,3223,0.487,0.093,-2547,676,-410.0,266.0,1.297,1.499,-78,255,229,99,0.643,0.282,,,,,,377.0
PAN,1,2022,2949,0.755,-0.174,-2443,506,-399.0,107.0,1.381,-0.503,-62,210,168,77,2.449,-0.556,,,,,,200.0
PAN,4,2021,3571,0.402,0.398,-2862,709,-495.0,214.0,0.265,1.99,-57,308,278,174,0.96,3.494,,,,,,695.0
PAN,3,2021,2555,-0.043,0.179,-2087,467,-396.0,72.0,-0.16,-0.382,-53,78,73,39,-0.177,-0.358,,,,,,146.0
PAN,2,2021,2167,0.178,0.29,-1870,297,-181.0,116.0,0.727,1.59,-60,115,109,60,0.663,1.692,,,,,,
PAN,1,2021,1680,0.31,-0.34,-1305,375,-331.0,45.0,2.473,-0.736,-54,57,50,22,0.584,-0.747,,,,,,138.0
PAN,4,2020,2546,0.025,-0.046,-1976,571,-401.0,170.0,-0.024,0.985,-60,185,152,89,0.043,0.886,,,,,,268.0
PAN,3,2020,2670,0.347,0.452,-2247,424,-338.0,85.0,-0.051,0.271,-77,103,83,47,-0.342,0.297,,,,,,191.0
PAN,2,2020,1839,0.061,0.434,-1539,300,-233.0,67.0,-0.422,4.209,-77,72,66,36,-0.403,1.564,,,,,,166.0
PAN,1,2020,1282,-0.188,-0.484,-1034,249,-236.0,13.0,-0.852,-0.926,-59,34,29,14,-0.602,-0.834,,,,,,99.0
PAN,4,2019,2484,0.029,0.253,-1884,600,-426.0,174.0,-0.077,0.929,-48,177,157,85,-0.475,0.19,,,,,,244.0
PAN,3,2019,1982,0.058,0.143,-1617,365,-275.0,90.0,0.168,-0.226,-41,130,115,71,0.402,0.176,,,,,,172.0
PAN,2,2019,1734,-0.058,0.098,-1371,362,-246.0,116.0,1.111,0.337,-44,124,102,61,1.476,0.708,,,,,,197.0
PAN,1,2019,1579,-0.074,-0.346,-1251,328,-241.0,87.0,0.246,-0.538,-38,88,73,36,-0.6,-0.781,,,,,,162.0
PAN,4,2018,2413,0.686,0.289,-1903,510,-322.0,188.0,0.933,1.441,-42,318,280,162,1.694,2.181,,,,,,261.0
PAN,3,2018,1873,0.642,0.017,-1565,307,-230.0,77.0,0.401,0.399,-32,97,81,51,-0.808,1.077,,,,,,147.0
PAN,2,2018,1841,0.904,0.08,-1564,278,-223.0,55.0,0.28,-0.211,-31,72,62,25,-0.184,-0.724,,,,,,141.0
PAN,1,2018,1705,2.183,0.191,-1412,293,-224.0,70.0,0.768,-0.283,0,151,143,89,1.332,0.477,,,,,,138.0
PAN,4,2017,1432,0.823,0.256,-1022,410,-313.0,97.0,0.243,0.77,0,112,97,60,0.064,-0.774,,,,,,143.0
PAN,3,2017,1140,0.625,0.179,-900,240,-185.0,55.0,0.182,0.278,0,312,301,266,4.926,7.842,,,,,,104.0
PAN,2,2017,967,0.52,0.806,-811,156,-113.0,43.0,-0.085,0.09,-9,51,47,30,-0.248,-0.211,,,,,,67.0
PAN,1,2017,536,-0.15,-0.318,-405,131,-91.0,39.0,-0.186,-0.496,-3,67,57,38,-0.672,-0.326,,,,,,66.0
PAN,4,2016,785,-0.112,0.119,-569,216,-138.0,78.0,0.34,0.683,0,91,83,57,0.023,0.261,,,,,,104.0
PAN,3,2016,701,-0.001,0.103,-563,138,-92.0,47.0,-0.275,-0.011,0,70,62,45,-0.467,0.122,,,,,,71.0
PAN,2,2016,636,-0.064,0.01,-485,151,-104.0,47.0,-0.493,-0.029,-7,63,60,40,0.064,-0.656,,,,,,72.0
PAN,1,2016,630,0.653,-0.287,-491,139,-90.0,48.0,-0.044,-0.171,-5,162,133,116,2.401,1.101,,,,,,73.0
PAN,4,2015,884,1.04,0.26,-677,207,-149.0,58.0,0.083,-0.09,-5,81,76,55,0.482,-0.342,,,,,,85.0
PAN,3,2015,702,1.301,0.032,-557,145,-81.0,64.0,1.73,-0.309,-4,125,108,84,3.194,1.239,,,,,,90.0
PAN,2,2015,680,2.257,0.784,-472,208,-115.0,93.0,2.54,0.832,-4,87,72,38,0.314,0.099,,,,,,112.0
PAN,1,2015,381,1.186,-0.121,-274,108,-57.0,51.0,2.934,-0.06,-1,60,55,34,2.318,-0.084,,,,,,61.0
PAN,4,2014,434,1.191,0.421,-292,142,-88.0,54.0,1.906,1.295,-2,68,61,37,1.264,0.86,,,,,,68.0
PAN,3,2014,305,0.413,0.461,-229,76,-53.0,24.0,-0.049,-0.104,-1,42,37,20,0.42,-0.299,,,,,,37.0
PAN,2,2014,209,0.613,0.197,-163,46,-19.0,26.0,1.917,1.035,-1,45,37,29,2.189,1.777,,,,,,30.0
PAN,1,2014,174,1.34,-0.119,-138,36,-23.0,13.0,2.04,-0.306,-1,25,21,10,0.118,-0.375,,,,,,16.0
PAN,4,2013,198,1.508,-0.084,-157,41,-22.0,19.0,1.043,-0.249,-1,38,27,16,1.189,0.167,,,,,,19.0
PAN,3,2013,216,2.089,0.669,-169,47,-23.0,25.0,4.151,1.748,-2,27,23,14,-0.746,0.575,,,,,,25.0
PAN,2,2013,129,0.851,0.736,-100,29,-20.0,9.0,-0.056,1.121,0,16,13,9,-0.319,-0.026,,,,,,15.0
PAN,1,2013,75,0.14,-0.056,-61,14,-10.0,4.0,112.496,-0.534,0,11,9,9,0.981,0.223,,,,,,6.0
PAN,4,2012,79,0.18,0.129,-60,19,-10.0,9.0,1.567,0.894,0,8,8,8,0.385,-0.865,,,,,,10.0
PAN,3,2012,70,0.131,0.0,-57,13,-8.0,5.0,0.44,-0.496,0,57,56,56,9.843,3.232,,,,,,6.0
PAN,2,2012,70,0.215,0.069,-54,16,-7.0,10.0,2.084,254.048,-1,18,13,13,5.626,1.832,,,,,,11.0
PAN,1,2012,65,0.21,-0.023,-56,9,-9.0,0.0,-0.988,-0.989,0,6,5,5,,-0.145,,,,,,1.0
PAN,4,2011,67,0.189,0.083,-54,13,-9.0,4.0,-0.343,0.063,0,6,6,5,-0.505,0.058,,,,,,5.0
PAN,3,2011,62,0.172,0.075,-51,11,-8.0,3.0,0.388,0.078,0,7,6,5,4.224,1.586,,,,,,5.0
PAN,2,2011,58,0.232,0.065,-47,11,-8.0,3.0,4.624,-0.044,-1,3,2,2,1.023,,,,,,,
PAN,1,2011,54,0.175,-0.041,-43,11,-8.0,3.0,1.693,-0.401,0,0,-1,-1,,,,,,,,4.0
PAN,4,2010,56,0.322,0.067,-43,13,-8.0,5.0,1.515,1.246,0,14,11,11,-0.066,10.164,,,,,,
PAN,3,2010,53,0.315,0.13,-43,9,-7.0,2.0,-0.449,3.37,0,2,1,1,-0.939,0.001,,,,,,6.0
PAN,2,2010,47,0.21,0.015,-40,7,-6.0,1.0,-0.866,-0.542,0,1,1,1,-0.811,-0.849,,,,,,3.0
PAN,1,2010,46,0.246,0.08,-38,8,-7.0,1.0,-0.521,-0.441,0,9,7,6,4.474,-0.448,,,,,,2.0
PAN,4,2009,43,0.21,0.061,-34,8,-6.0,2.0,-0.505,-0.507,0,15,12,12,,-0.267,,,,,,
PAN,3,2009,40,0.23,0.039,-31,9,-5.0,4.0,-0.246,0.063,0,21,16,16,1.882,2.094,,,,,,
PAN,2,2009,39,0.243,0.046,-30,8,-4.0,4.0,1.195,0.636,0,7,5,5,0.5,3.371,,,,,,
PAN,1,2009,37,0.402,0.048,-30,7,-5.0,3.0,,-0.422,0,1,1,1,-0.925,,,,,,,
PAN,4,2008,35,0.14,0.079,-26,9,-5.0,4.0,-0.336,-0.25,0,-5,-4,-4,,,,,,,,
PAN,3,2008,33,0.437,0.05,-24,9,-3.0,6.0,2.425,2.093,0,7,6,6,-0.566,0.611,,,,,,
PAN,2,2008,31,0.478,0.18,-26,5,-3.0,2.0,-0.234,,0,5,4,3,-0.617,-0.78,,,,,,
PAN,1,2008,26,0.297,-0.147,-24,2,-3.0,-1.0,,,0,18,16,16,0.027,0.151,,,,,,
PAN,4,2007,31,,0.36,-22,9,-2.0,7.0,,2.871,0,17,14,14,,0.067,,,,,,
PAN,3,2007,23,,0.08,-19,4,-2.0,2.0,,-0.308,0,15,13,13,,0.42,,,,,,
PAN,2,2007,21,,0.035,-16,5,-2.0,2.0,,0.05,0,11,9,9,,-0.411,,,,,,
PAN,1,2007,20,,,-15,5,-3.0,2.0,,,0,18,15,15,,,,,,,,
PAN,4,2006,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
PAN,3,2006,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
PAN,2,2006,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
PAN,1,2006,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
PAN,4,2005,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
PAN,3,2005,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
PAN,2,2005,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
PAN,1,2005,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
MSB,3,2022,2200,0.352,0.068,,,-996.0,2839.0,0.229,0.02,,1489,1203,1203,0.486,-0.194,480,276,-117,-354,1842,
MSB,2,2022,2060,0.395,0.049,,,-1058.0,2784.0,-0.155,0.157,,1841,1492,1492,-0.056,0.298,872,244,-391,115,1726,
MSB,1,2022,1964,0.383,0.16,,,-740.0,2406.0,0.166,-0.176,,1495,1149,1149,0.279,0.54,350,337,-244,-171,1666,
MSB,4,2021,1693,0.103,0.04,,,-1423.0,2918.0,0.228,0.263,,960,746,746,0.092,-0.078,372,425,429,-536,1496,
MSB,3,2021,1627,0.242,0.102,,,-714.0,2311.0,0.296,-0.299,,1009,810,810,0.463,-0.488,273,251,160,-587,1596,
MSB,2,2021,1477,0.362,0.04,,,-1082.0,3295.0,0.873,0.596,,1972,1580,1580,1.872,0.758,-240,2075,-16,-241,2213,
MSB,1,2021,1420,0.588,-0.075,,,-713.0,2064.0,0.634,-0.132,,1147,899,899,3.006,0.315,431,123,90,-204,1351,
MSB,4,2020,1535,0.503,0.172,,,-1327.0,2377.0,0.955,0.333,,857,683,683,2.893,0.235,243,324,276,-193,1050,
MSB,3,2020,1310,0.515,0.208,,,-699.0,1783.0,0.059,0.014,,692,553,553,0.382,0.005,131,171,171,-392,1084,
MSB,2,2020,1084,0.9,0.213,,,-666.0,1759.0,0.729,0.393,,685,550,550,0.355,1.453,262,204,208,-409,1094,
MSB,1,2020,894,0.475,-0.125,,,-894.0,1263.0,0.584,0.039,,290,224,224,2.655,0.278,186,121,61,-79,369,
MSB,4,2019,1021,-0.175,0.182,,,-831.0,1216.0,-0.395,-0.278,,224,176,176,-0.722,-0.562,20,172,3,-160,384,
MSB,3,2019,864,0.579,0.514,,,-681.0,1684.0,0.781,0.655,,497,400,400,52.746,-0.014,195,162,463,-506,1003,
MSB,2,2019,571,-0.061,-0.058,,,-363.0,1018.0,0.02,0.276,,494,406,406,,5.619,69,131,247,-161,655,
MSB,1,2019,606,0.375,-0.511,,,-626.0,797.0,0.001,-0.603,,73,61,61,-0.737,-0.903,68,58,66,-98,171,
MSB,4,2018,1239,1.897,1.262,,,-1287.0,2009.0,1.346,1.124,,798,631,631,,83.659,444,79,247,76,722,
MSB,3,2018,547,0.224,-0.099,,,-600.0,946.0,0.513,-0.052,,21,7,7,-0.874,,224,77,97,-324,345,
MSB,2,2018,608,0.459,0.38,,,-589.0,998.0,-0.231,0.253,,-39,-57,-57,,,40,78,272,-448,409,
MSB,1,2018,440,0.418,0.03,,,-481.0,796.0,0.697,-0.07,,233,233,233,,,244,38,74,-82,315,
MSB,4,2017,428,-0.593,-0.044,,,-709.0,856.0,-0.515,0.37,,-424,-467,-467,,,132,43,254,-572,147,
MSB,3,2017,447,0.153,0.074,,,-476.0,625.0,-0.194,-0.518,,59,59,59,0.304,-0.895,92,41,45,-89,148,
MSB,2,2017,417,0.254,0.341,,,-445.0,1297.0,1.489,1.764,,561,561,561,100.635,,811,26,43,-291,852,
MSB,1,2017,311,-0.357,-0.704,,,-435.0,469.0,-0.368,-0.734,,-31,-31,-31,,,92,27,39,-65,34,
MSB,4,2016,1049,,1.705,,,-644.0,1766.0,,1.278,,-28,-42,-42,,,61,23,633,-1150,1122,
MSB,3,2016,388,,0.168,,,-443.0,775.0,,0.488,,54,45,45,,7.216,268,34,86,-278,332,
MSB,2,2016,332,0.267,-0.312,,,-429.0,521.0,-0.322,-0.298,,7,6,6,-0.981,-0.958,149,19,21,-86,92,
MSB,1,2016,483,,,,,-381.0,742.0,,,,131,131,131,,,226,17,16,-230,361,
MSB,2,2015,262,,,,,-340.0,769.0,,,,287,287,287,,,415,16,76,-142,429,
MSB,2,2012,877,,0.642,,,-369.0,1260.0,,0.89,,900,895,895,,4.662,205,12,166,9,891,
MSB,1,2012,534,,,,,-375.0,667.0,,,,158,158,158,,,40,19,74,-134,292,
MSB,1,2010,362,0.206,,,,-196.0,397.0,0.123,,,127,107,107,-0.54,,-13,30,18,-73,201,
MSB,1,2009,300,,,,,-74.0,354.0,,,,234,234,234,,,4,11,38,-45,279,
TAR,3,2022,499,-0.313,-0.348,-460,38,-14.0,24.0,-0.565,-0.476,-21,2,2,1,-0.975,-0.96,,,,,,34
TAR,2,2022,765,-0.033,-0.201,-677,89,-42.0,46.0,0.44,0.321,-21,27,23,21,0.394,-0.168,,,,,,55
TAR,1,2022,958,1.191,-0.178,-874,84,-49.0,35.0,1.165,-0.434,-17,28,27,25,6.511,-0.371,,,,,,45
TAR,4,2021,1165,0.901,0.606,-1053,112,-50.0,62.0,1.986,0.112,-21,46,44,40,4.325,0.169,,,,,,71
TAR,3,2021,726,0.346,-0.083,-655,71,-15.0,56.0,0.392,0.733,-17,40,37,34,0.677,1.281,,,,,,65
TAR,2,2021,792,-0.127,0.811,-724,68,-36.0,32.0,-0.339,0.987,-19,17,16,15,-0.487,3.479,,,,,,40
TAR,1,2021,437,-0.331,-0.287,-407,30,-14.0,16.0,-0.666,-0.22,-13,4,3,3,-0.887,-0.554,,,,,,24
TAR,4,2020,613,0.085,0.137,-579,34,-13.0,21.0,-0.558,-0.482,-15,8,6,7,-0.753,-0.632,,,,,,28
TAR,3,2020,539,0.153,-0.405,-487,52,-12.0,40.0,0.408,-0.177,-16,24,21,20,0.53,-0.302,,,,,,48
TAR,2,2020,907,0.986,0.388,-843,64,-15.0,49.0,3.187,0.002,-16,34,32,29,27.513,-0.01,,,,,,56
TAR,1,2020,653,0.865,0.156,-590,63,-15.0,49.0,1.054,0.033,-16,34,32,29,1.709,-0.027,,,,,,56
TAR,4,2019,565,0.558,0.209,-505,60,-13.0,47.0,0.564,0.652,-13,34,33,30,0.904,1.277,,,,,,52
TAR,3,2019,468,-0.016,0.024,-424,43,-15.0,28.0,0.664,1.448,-12,16,13,13,1.058,12.005,,,,,,33
TAR,2,2019,457,,0.304,-433,24,-12.0,12.0,,-0.508,-10,2,1,1,,-0.906,,,,,,16
TAR,1,2019,350,,-0.035,-319,32,-8.0,24.0,,-0.214,-10,14,11,11,,-0.316,,,,,,28
TAR,4,2018,363,,-0.237,-322,40,-10.0,30.0,,0.758,-11,20,16,16,,1.461,,,,,,35
TAR,3,2018,475,,,-447,28,-11.0,17.0,,,-10,8,6,6,,,,,,,,22
VIB,3,2022,3836,0.432,0.037,,,-1670.0,4627.0,0.502,0.004,,2791,2233,2233,1.016,0.017,-118,795,113,-166,2957,
VIB,2,2022,3700,0.25,0.052,,,-1501.0,4609.0,0.211,0.114,,2744,2195,2195,0.278,0.204,-102,905,105,-363,3107,
VIB,1,2022,3516,0.265,0.034,,,-1460.0,4136.0,0.181,-0.081,,2279,1823,1823,0.261,-0.147,-79,648,51,-397,2676,
VIB,4,2021,3400,0.327,0.269,,,-1147.0,4502.0,0.336,0.462,,2672,2138,2138,0.505,0.929,63,954,85,-683,3355,
VIB,3,2021,2678,0.199,-0.095,,,-1429.0,3080.0,0.016,-0.191,,1385,1108,1108,-0.17,-0.355,-36,414,24,-267,1652,
VIB,2,2021,2960,0.556,0.065,,,-1346.0,3807.0,0.49,0.087,,2147,1718,1718,0.676,0.188,20,765,63,-314,2461,
VIB,1,2021,2778,0.544,0.085,,,-1361.0,3502.0,0.549,0.039,,1807,1446,1446,0.681,0.018,65,609,50,-334,2141,
VIB,4,2020,2561,0.53,0.147,,,-1303.0,3370.0,0.501,0.112,,1776,1421,1421,0.522,0.064,-20,751,77,-290,2066,
VIB,3,2020,2233,0.38,0.174,,,-1125.0,3031.0,0.373,0.187,,1668,1335,1335,0.524,0.302,14,616,168,-238,1906,
VIB,2,2020,1902,0.241,0.057,,,-1008.0,2554.0,0.311,0.13,,1281,1025,1025,0.268,0.191,13,611,29,-265,1547,
VIB,1,2020,1799,0.299,0.075,,,-1029.0,2260.0,0.319,0.007,,1075,860,860,0.328,-0.078,41,411,9,-156,1231,
VIB,4,2019,1675,0.289,0.035,,,-993.0,2245.0,0.203,0.017,,1166,933,933,0.143,0.066,-3,522,51,-86,1252,
VIB,3,2019,1619,0.271,0.056,,,-913.0,2207.0,0.485,0.133,,1095,876,876,0.921,0.084,-2,512,79,-199,1294,
VIB,2,2019,1532,0.273,0.106,,,-775.0,1948.0,0.345,0.137,,1010,808,808,0.597,0.248,-53,417,53,-163,1174,
VIB,1,2019,1385,0.316,0.066,,,-748.0,1714.0,0.37,-0.082,,810,648,648,0.563,-0.207,-59,348,41,-156,966,
VIB,4,2018,1299,0.184,0.02,,,-694.0,1866.0,0.486,0.255,,1021,817,817,0.305,0.791,-35,214,389,-151,1172,
VIB,3,2018,1274,0.428,0.058,,,-682.0,1487.0,0.371,0.026,,570,456,456,1.345,-0.099,-35,206,42,-235,804,
VIB,2,2018,1204,0.57,0.144,,,-677.0,1449.0,0.62,0.158,,632,506,506,1.805,0.221,-2,185,62,-139,772,
VIB,1,2018,1053,0.519,-0.04,,,-637.0,1251.0,0.486,-0.004,,518,414,414,2.297,-0.338,47,130,22,-95,614,
VIB,4,2017,1097,0.399,0.23,,,-601.0,1256.0,0.322,0.158,,782,626,626,1.668,2.219,-48,161,47,127,655,
VIB,3,2017,892,0.374,0.163,,,-604.0,1085.0,0.347,0.213,,243,194,194,1.303,0.078,88,79,25,-238,481,
VIB,2,2017,767,0.285,0.107,,,-592.0,894.0,0.032,0.062,,226,180,180,0.357,0.435,-15,111,32,-76,302,
VIB,1,2017,693,0.164,-0.117,,,-539.0,842.0,0.071,-0.114,,157,126,126,0.134,-0.464,62,58,30,-146,303,
VIB,4,2016,784,0.301,0.208,,,-587.0,950.0,0.034,0.181,,294,235,235,0.183,1.779,0,89,77,-70,363,
VIB,3,2016,649,0.138,0.087,,,-516.0,805.0,0.28,-0.071,,105,84,84,0.27,-0.365,79,59,18,-184,289,
VIB,2,2016,597,-0.048,0.003,,,-508.0,867.0,0.228,0.102,,164,133,133,0.291,0.199,29,64,177,-195,359,
VIB,1,2016,595,0.096,-0.013,,,-486.0,786.0,0.153,-0.144,,141,111,111,-0.07,-0.441,94,44,53,-159,300,
VIB,4,2015,603,-0.133,0.058,,,-504.0,919.0,-0.379,0.461,,286,198,198,-0.419,1.983,61,48,208,-130,415,
VIB,3,2015,570,0.005,-0.091,,,-451.0,629.0,0.028,-0.109,,86,67,67,0.098,-0.354,-9,40,27,-92,178,
VIB,2,2015,627,0.186,0.154,,,-418.0,706.0,-0.021,0.035,,144,103,103,0.248,-0.136,8,33,38,-144,288,
VIB,1,2015,543,0.084,-0.219,,,-402.0,682.0,0.109,-0.539,,139,119,119,2.384,-0.651,80,43,16,-141,280,
VIB,4,2014,695,0.269,0.225,,,-441.0,1480.0,1.342,1.42,,414,342,342,12.007,4.641,-59,51,793,-624,1039,
VIB,3,2014,567,0.29,0.073,,,-411.0,612.0,0.244,-0.152,,83,61,61,,-0.266,-52,44,52,-117,201,
VIB,2,2014,529,0.015,0.055,,,-320.0,721.0,0.704,0.173,,99,83,83,,1.343,161,56,-25,-302,402,
VIB,1,2014,501,-0.161,-0.085,,,-416.0,615.0,-0.393,-0.027,,52,35,35,-0.788,0.342,18,28,68,-148,199,
VIB,4,2013,548,-0.108,0.246,,,-471.0,632.0,-0.03,0.286,,57,26,26,-0.846,,70,26,-12,-104,161,
VIB,3,2013,440,-0.236,-0.156,,,-374.0,491.0,-0.342,0.161,,-203,-156,-156,,,2,34,16,-320,117,
VIB,2,2013,521,-0.296,-0.128,,,-382.0,423.0,-0.584,-0.582,,-4,-8,-2,,,37,38,-173,-45,41,
VIB,1,2013,598,-0.459,-0.027,,,-398.0,1013.0,-0.147,0.554,,207,166,166,-0.444,-0.025,147,39,229,-408,615,
VIB,4,2012,614,,0.068,,,-391.0,652.0,,-0.128,,206,170,170,,,-37,18,55,-55,260,
VIB,3,2012,575,,-0.223,,,-444.0,747.0,,-0.266,,-78,-77,-77,,,18,49,105,-381,303,
VIB,2,2012,740,,-0.33,,,-515.0,1019.0,,-0.142,,183,149,149,,-0.5,6,93,180,-321,504,
VIB,1,2012,1104,0.495,,,,-494.0,1187.0,0.425,,,396,299,299,0.076,,28,-33,88,-298,693,
VIB,1,2011,738,1.356,,,,-352.0,833.0,0.628,,,364,278,278,0.731,,20,84,-9,-117,481,
VIB,2,2010,461,,0.471,,,-242.0,731.0,,0.428,,259,187,187,,0.164,41,65,164,-231,489,
VIB,1,2010,313,,,,,-226.0,512.0,,,,204,160,160,,,38,120,40,-82,286,
VHM,3,2022,17805,-0.139,2.983,-8509,9296,-1289.0,8007.0,-0.384,5.466,-725,18949,14575,14494,0.298,20.747,,,,,,8292.0
VHM,2,2022,4470,-0.84,-0.499,-2450,2021,-782.0,1238.0,-0.909,-0.497,-576,1359,748,666,-0.937,-0.853,,,,,,1669.0
VHM,1,2022,8923,-0.313,-0.619,-5058,3866,-1404.0,2462.0,-0.516,-0.779,-476,5886,4725,4540,-0.159,-0.62,,,,,,2658.0
VHM,4,2021,23413,0.088,0.132,-9314,14099,-2952.0,11146.0,0.962,-0.142,-624,14126,11986,11932,0.037,0.069,,,,,,11368.0
VHM,3,2021,20679,-0.219,-0.262,-7032,13648,-660.0,12988.0,0.723,-0.05,-502,13812,11195,11167,0.843,0.058,,,,,,13303.0
VHM,2,2021,28015,0.711,1.157,-13595,14420,-752.0,13668.0,1.569,1.687,-613,13470,10602,10551,2.072,0.955,,,,,,13917.0
VHM,1,2021,12986,0.992,-0.396,-6774,6212,-1125.0,5087.0,1.344,-0.104,-595,7085,5478,5396,-0.212,-0.531,,,,,,5348.0
VHM,4,2020,21512,0.517,-0.188,-14214,7298,-1618.0,5680.0,-0.27,-0.246,-592,14848,11560,11502,0.923,0.899,,,,,,5926.0
VHM,3,2020,26483,1.428,0.617,-17368,9115,-1577.0,7538.0,0.232,0.417,-1088,7502,6146,6058,0.107,0.764,,,,,,7672.0
VHM,2,2020,16376,-0.216,1.512,-9952,6425,-1105.0,5319.0,-0.359,1.451,-685,4573,3416,3435,-0.53,-0.498,,,,,,5430.0
VHM,1,2020,6519,0.114,-0.54,-3570,2949,-778.0,2171.0,1.407,-0.721,-618,10124,7645,6844,1.694,0.144,,,,,,2263.0
VHM,4,2019,14184,-0.135,0.301,-4165,10018,-2233.0,7785.0,3.389,0.272,-584,8645,6858,5981,1.548,0.093,,,,,,7867.0
VHM,3,2019,10906,0.586,-0.478,-4140,6766,-645.0,6121.0,1.846,-0.263,-717,7626,6142,5470,0.422,-0.252,,,,,,6214.0
VHM,2,2019,20883,3.183,2.568,-11636,9247,-944.0,8304.0,6.317,8.207,-510,10029,8519,7313,0.85,1.879,,,,,,8386.0
VHM,1,2019,5853,-0.444,-0.643,-4524,1329,-427.0,902.0,-0.577,-0.491,-495,3358,2687,2540,-0.35,0.082,,,,,,985.0
VHM,4,2018,16400,4.076,1.384,-13666,2735,-961.0,1774.0,24.079,-0.175,-838,4508,2558,2347,,-0.39,,,,,,1766.0
VHM,3,2018,6878,-0.002,0.378,-4222,2656,-506.0,2150.0,0.086,0.895,-718,5126,4039,3848,1.757,-0.026,,,,,,2202.0
VHM,2,2018,4992,1.78,-0.526,-3725,1268,-133.0,1135.0,9.531,-0.467,-586,4861,3990,3952,,0.012,,,,,,1218.0
VHM,1,2018,10535,,2.26,-7676,2859,-729.0,2130.0,,29.115,-300,4869,3986,3906,,,,,,,,2186.0
VHM,4,2017,3231,,-0.531,-2852,379,-309.0,71.0,,-0.964,-229,-956,-961,-993,,,,,,,,40.0
VHM,3,2017,6893,,2.839,-4141,2752,-773.0,1979.0,,17.367,-243,1793,1458,1396,,,,,,,,2195.0
VHM,2,2017,1796,,,-1270,526,-418.0,108.0,,,-244,56,7,-25,,,,,,,,202.0
VHM,4,2015,454,,,-146,307,-316.0,-8.0,,,-71,244,221,224,,,,,,,,
VHM,2,2015,1265,,-0.561,-1012,253,-227.0,26.0,,-0.964,-93,-41,-46,-46,,,,,,,,
VHM,1,2015,2884,,,-1877,1007,-286.0,721.0,,,-66,712,556,556,,,,,,,,760.0
VCB,3,2022,13664,0.31,0.068,,,-6370.0,16714.0,0.261,0.046,,7566,6069,6065,0.32,0.022,1559,1102,389,-2778,10344,
VCB,2,2022,12797,0.153,0.069,,,-5816.0,15972.0,0.238,-0.045,,7423,5942,5937,0.499,-0.254,1600,695,881,-2733,10157,
VCB,1,2022,11976,0.188,0.111,,,-4509.0,16733.0,0.067,0.125,,9950,7967,7962,0.154,0.234,1563,2711,484,-2274,12224,
VCB,4,2021,10781,0.038,0.034,,,-3057.0,14869.0,0.033,0.122,,8064,6457,6451,0.138,0.404,1105,2414,570,-3748,11813,
VCB,3,2021,10428,0.195,-0.06,,,-5002.0,13253.0,0.144,0.027,,5738,4599,4594,0.151,0.16,1246,1127,452,-2513,8250,
VCB,2,2021,11096,0.374,0.101,,,-4736.0,12903.0,0.202,-0.177,,4942,3965,3960,-0.141,-0.426,1019,428,360,-3225,8167,
VCB,1,2021,10082,0.116,-0.03,,,-4779.0,15686.0,0.277,0.09,,8631,6908,6903,0.652,0.218,1154,3438,1012,-2275,10906,
VCB,4,2020,10390,0.203,0.191,,,-3430.0,14393.0,0.349,0.242,,7079,5674,5668,0.289,0.42,999,3069,-65,-3884,10963,
VCB,3,2020,8723,-0.015,0.08,,,-4579.0,11586.0,-0.034,0.079,,4983,3996,3991,-0.209,-0.134,1067,1257,540,-2025,7008,
VCB,2,2020,8077,-0.059,-0.106,,,-3118.0,10734.0,-0.05,-0.126,,5759,4616,4610,0.057,0.104,1215,1156,286,-1856,7616,
VCB,1,2020,9034,0.063,0.046,,,-4910.0,12285.0,0.044,0.152,,5223,4183,4178,-0.112,-0.05,1085,1127,1039,-2152,7375,
VCB,4,2019,8640,0.083,-0.025,,,-3186.0,10667.0,-0.002,-0.111,,5510,4400,4397,-0.167,-0.129,889,886,252,-1971,7481,
