ticker,quarter,year,shortAsset,cash,shortInvest,shortReceivable,inventory,longAsset,fixedAsset,asset,debt,shortDebt,longDebt,equity,capital,centralBankDeposit,otherBankDeposit,otherBankLoan,stockInvest,customerLoan,badLoan,provision,netCustomerLoan,otherAsset,otherBankCredit,oweOtherBank,oweCentralBank,valuablePaper,payableInterest,receivableInterest,deposit,otherDebt,fund,unDistributedIncome,minorShareHolderProfit,payable
VND,4,2016,5051,257,4621,73,0,122,64,5173,3225,2614,0,1948,1550,,,,,,,,,,,,,,,,,2,,,0.0,3225
VND,3,2016,4810,66,4570,62,0,121,65,4931,2990,2842,0,1941,1550,,,,,,,,,,,,,,,,,2,,,0.0,2990
VND,2,2016,4886,312,4415,59,0,124,65,5009,3047,2897,0,1962,1550,,,,,,,,,,,,,,,,,13,,,0.0,3047
VND,1,2016,4132,1137,1423,1560,0,102,68,4234,2270,2188,0,1964,1550,,,,,,,,,,,,,,,,,2,,,0.0,2270
VND,4,2015,5627,1814,2090,1714,0,129,71,5756,3820,1601,100,1935,1550,,,,,,,,,,,,,,,,,1456,,,0.0,3820
VND,3,2015,4769,2484,877,1395,0,99,75,4868,2992,1838,0,1876,1550,,,,,,,,,,,,,,,,,380,,,0.0,2992
VND,2,2015,3990,1249,1267,1462,0,94,75,4083,2253,1087,0,1830,1550,,,,,,,,,,,,,,,,,1,,,0.0,2253
VND,1,2015,3483,1753,563,1156,0,96,77,3579,1708,431,0,1871,1550,,,,,,,,,,,,,,,,,388,,,0.0,1708
VND,4,2014,2848,1682,398,758,0,94,78,2942,1106,105,0,1836,1550,,,,,,,,,,,,,,,,,46,,,,1106
VND,3,2014,2811,1552,362,886,0,91,74,2902,1595,180,0,1307,1000,,,,,,,,,,,,,,,,,89,,,,1595
VND,2,2014,2583,1648,413,513,0,89,72,2672,1452,412,0,1220,1000,,,,,,,,,,,,,,,,,71,,,,1452
VND,1,2014,3411,2325,383,695,0,80,63,3491,2247,498,0,1243,1000,,,,,,,,,,,,,,,,,49,,,,2247
VND,4,2013,1866,1150,326,384,0,75,60,1940,743,133,0,1197,1000,,,,,,,,,,,,,,,,,1,,,,743
VND,3,2013,1720,1008,418,285,0,67,54,1787,566,25,0,1221,1000,,,,,,,,,,,,,,,,,33,,,,566
VND,2,2013,1613,877,437,295,0,64,51,1677,479,0,0,1198,1000,,,,,,,,,,,,,,,,,32,,,,479
VND,1,2013,1850,1233,344,270,0,60,49,1910,780,0,0,1131,1000,,,,,,,,,,,,,,,,,172,,,,780
VND,4,2012,1574,974,370,227,0,58,49,1632,529,0,0,1104,1000,,,,,,,,,,,,,,,,,34,,,,529
VND,3,2012,1608,1100,311,194,0,58,49,1666,557,0,0,1109,1000,,,,,,,,,,,,,,,,,91,,,,557
VND,2,2012,1931,1130,291,507,0,52,42,1982,884,0,0,1099,1000,,,,,,,,,,,,,,,,,238,,,,884
VND,1,2012,1998,851,304,829,0,53,43,2051,982,0,0,1069,1000,,,,,,,,,,,,,,,,,304,,,,982
VND,4,2011,1476,673,335,465,0,50,42,1526,486,0,0,1040,1000,,,,,,,,,,,,,,,,,104,,,,486
VND,3,2011,1875,793,422,656,0,51,42,1926,814,0,0,1112,1000,,,,,,,,,,,,,,,,,203,,,,814
VND,2,2011,1867,718,420,725,0,53,44,1920,820,0,0,1100,1000,,,,,,,,,,,,,,,,,315,,,,820
VND,1,2011,2218,812,483,920,0,46,37,2264,1065,0,0,1199,1000,,,,,,,,,,,,,,,,,498,,,,1065
VND,4,2010,3079,1369,387,1318,0,41,34,3120,1859,151,0,1260,1000,,,,,,,,,,,,,,,,,707,,,,1859
VND,3,2010,3069,912,455,1697,0,40,34,3109,1761,223,0,1348,1000,,,,,,,,,,,,,,,,,658,,,,1761
VND,2,2010,2892,1033,467,1389,0,38,33,2930,2022,220,0,908,600,,,,,,,,,,,,,,,,,681,,,,2022
VND,1,2010,2381,1051,417,909,0,37,33,2418,1599,200,0,818,450,,,,,,,,,,,,,,,,,349,,,,1599
VND,4,2009,2014,1030,501,481,0,38,35,2052,1483,171,0,569,300,,,,,,,,,,,,,,,,,334,,,,1483
HBC,3,2022,16974,585,14,13355,2793,1709,931,18683,14913,5496,1070,3770,2628,,,,,,,,,,,,,,,,,226,,0.0,76.0,14913
HBC,2,2022,16666,636,54,13014,2737,1624,900,18289,14472,5466,1068,3818,2457,,,,,,,,,,,,,,,,,382,,0.0,34.0,14472
HBC,1,2022,15441,637,52,11862,2720,1645,911,17085,13000,4898,1078,4085,2457,,,,,,,,,,,,,,,,,400,,0.0,381.0,13000
HBC,4,2021,15122,733,72,11573,2601,1678,964,16800,12573,4694,403,4226,2424,,,,,,,,,,,,,,,,,425,,0.0,555.0,12573
HBC,3,2021,14086,361,72,10567,2953,1704,989,15790,11580,4232,129,4210,2309,,,,,,,,,,,,,,,,,426,,0.0,546.0,11580
HBC,2,2021,14337,377,9,10945,2800,1804,1037,16141,11936,4404,134,4205,2309,,,,,,,,,,,,,,,,,520,,0.0,551.0,11936
HBC,1,2021,13707,369,15,10397,2682,1858,1095,15565,11411,4775,160,4154,2309,,,,,,,,,,,,,,,,,155,,0.0,552.0,11411
HBC,4,2020,13561,248,11,10570,2525,1925,1161,15486,11409,4955,162,4077,2309,,,,,,,,,,,,,,,,,303,,0.0,550.0,11409
HBC,3,2020,13350,326,15,10265,2594,1954,1160,15304,11114,4728,159,4190,2309,,,,,,,,,,,,,,,,,343,,0.0,613.0,11114
HBC,2,2020,12932,268,15,10611,1931,2127,1216,15059,11165,4939,165,3894,2309,,,,,,,,,,,,,,,,,340,,0.0,368.0,11165
HBC,1,2020,12571,107,16,10103,2201,2185,1289,14756,10793,4669,195,3963,2309,,,,,,,,,,,,,,,,,276,,0.0,372.0,10793
HBC,4,2019,13982,565,18,11779,1480,2718,1345,16700,12739,4742,219,3961,2309,,,,,,,,,,,,,,,,,176,,0.0,349.0,12739
HBC,3,2019,14051,210,19,11891,1774,2395,1370,16446,12814,4931,302,3633,2309,,,,,,,,,,,,,,,,,188,,0.0,219.0,12814
HBC,2,2019,13565,406,18,11244,1690,2364,1393,15928,12353,4203,277,3575,2309,,,,,,,,,,,,,,,,,253,,0.0,202.0,12353
HBC,1,2019,12994,319,18,10507,1975,2341,1396,15334,12311,4273,258,3024,1961,,,,,,,,,,,,,,,,,182,,0.0,209.0,12311
HBC,4,2018,13509,314,109,11105,1810,2388,1433,15897,12967,4073,269,2929,1961,,,,,,,,,,,,,,,,,190,,,211.0,12967
HBC,3,2018,13043,137,110,10798,1860,2296,1418,15339,12531,4749,303,2808,1948,,,,,,,,,,,,,,,,,79,,,214.0,12531
HBC,2,2018,11723,292,300,9697,1307,2307,1438,14030,11405,4591,279,2625,1948,,,,,,,,,,,,,,,,,78,,,212.0,11405
HBC,1,2018,11114,258,318,8998,1428,2307,1409,13421,10833,4370,333,2588,1299,,,,,,,,,,,,,,,,,72,,,219.0,10833
HBC,4,2017,11586,492,700,9105,1188,2342,1420,13928,11460,4277,337,2468,1299,,,,,,,,,,,,,,,,,57,,,219.0,11460
HBC,3,2017,11346,412,944,8600,1299,2072,1369,13417,11182,3925,370,2236,1289,,,,,,,,,,,,,,,,,71,,,218.0,11182
HBC,2,2017,11038,546,906,8007,1471,1865,1241,12903,10874,3671,387,2029,1289,,,,,,,,,,,,,,,,,160,,,214.0,10874
HBC,1,2017,11181,377,1391,7999,1288,1707,1113,12888,10931,3431,387,1957,954,,,,,,,,,,,,,,,,,71,,,214.0,10931
HBC,4,2016,9839,576,1192,6697,1246,1578,1107,11417,9579,2619,535,1837,954,,,,,,,,,,,,,,,,,88,,,213.0,9579
HBC,3,2016,9438,481,1248,5871,1778,1437,873,10876,9423,2537,332,1452,944,,,,,,,,,,,,,,,,,92,,,86.0,9423
HBC,2,2016,8640,399,1234,5396,1552,1291,784,9931,8635,2281,268,1297,944,,,,,,,,,,,,,,,,,138,,,87.0,8635
HBC,1,2016,7727,159,1096,5097,1277,1151,707,8879,7755,2277,281,1124,756,,,,,,,,,,,,,,,,,144,,,6.0,7755
HBC,4,2015,6280,149,802,4342,926,1165,638,7446,6373,1817,230,1072,756,,,,,,,,,,,,,,,,,155,,,1.0,6373
HBC,3,2015,5924,81,1065,3828,900,1293,518,7217,6171,2050,181,1046,746,,,,,,,,,,,,,,,,,169,,,2.0,6171
HBC,2,2015,6220,139,1200,4079,727,1035,445,7255,6217,2154,103,1038,574,,,,,,,,,,,,,,,,,237,,,3.0,6217
HBC,1,2015,4818,727,547,3083,418,1271,619,6089,5063,1716,103,1026,574,,,,,,,,,,,,,,,,,4,,,0.0,5063
HBC,4,2014,4912,677,698,3123,355,761,412,5673,4675,1811,5,997,574,,,,,,,,,,,,,,,,,8,,,0.0,4675
HBC,3,2014,4724,632,366,3374,312,759,408,5482,4542,1729,7,939,567,,,,,,,,,,,,,,,,,16,,,0.0,4542
HBC,2,2014,4322,119,769,3053,350,755,419,5077,4139,1415,18,936,519,,,,,,,,,,,,,,,,,53,,,0.0,4139
HBC,1,2014,3994,444,185,3112,208,734,420,4728,3771,1263,10,952,519,,,,,,,,,,,,,,,,,-5,,,0.0,3771
HBC,4,2013,4013,756,45,3012,169,744,433,4757,3772,1364,11,978,519,,,,,,,,,,,,,,,,,10,,,0.0,3772
HBC,3,2013,3730,310,39,3176,184,757,448,4487,3526,1239,16,953,516,,,,,,,,,,,,,,,,,8,,,0.0,3526
HBC,2,2013,3846,572,23,3003,211,789,474,4635,3683,1419,17,944,516,,,,,,,,,,,,,,,,,24,,,0.0,3683
HBC,1,2013,3778,41,500,2965,227,826,511,4604,3807,1400,29,789,416,,,,,,,,,,,,,,,,,13,,,0.0,3807
HBC,4,2012,3802,605,15,2870,266,770,511,4573,3794,1389,19,770,413,,,,,,,,,,,,,,,,,1,,,0.0,3794
HBC,3,2012,3287,308,76,2606,250,769,478,4056,3365,1134,41,682,413,,,,,,,,,,,,,,,,,14,,,0.0,3365
HBC,2,2012,2703,242,24,2144,237,721,448,3424,2747,1051,37,671,413,,,,,,,,,,,,,,,,,28,,,0.0,2747
HBC,1,2012,2490,95,252,1903,182,704,456,3195,2498,1035,43,690,209,,,,,,,,,,,,,,,,,11,,,0.0,2498
HBC,4,2011,2496,298,327,1554,269,732,461,3228,2497,894,10,724,208,,,,,,,,,,,,,,,,,49,,,0.0,2497
HBC,3,2011,2219,436,30,1390,296,716,489,2935,2214,862,10,715,208,,,,,,,,,,,,,,,,,89,,,0.0,2214
HBC,2,2011,2150,586,36,1210,273,724,490,2874,2152,940,10,716,208,,,,,,,,,,,,,,,,,102,,,0.0,2152
HBC,1,2011,1865,546,22,1085,182,651,426,2516,1815,700,18,695,208,,,,,,,,,,,,,,,,,15,,,0.0,1815
HBC,4,2010,1428,258,1,939,210,639,479,2066,1375,531,19,664,167,,,,,,,,,,,,,,,,,9,,,0.0,1375
HBC,3,2010,1338,100,2,1030,187,551,407,1889,1239,382,27,623,167,,,,,,,,,,,,,,,,,20,,,0.0,1239
HBC,2,2010,1013,76,1,802,125,527,383,1540,910,326,15,603,151,,,,,,,,,,,,,,,,,2,,,0.0,910
HBC,1,2010,952,36,142,591,173,482,364,1434,804,358,17,572,151,,,,,,,,,,,,,,,,,5,,,0.0,804
HBC,4,2009,855,156,28,477,185,506,358,1362,725,316,17,580,151,,,,,,,,,,,,,,,,,5,,,0.0,725
HBC,3,2009,911,160,69,504,172,473,333,1384,773,341,25,555,151,,,,,,,,,,,,,,,,,23,,,0.0,773
HBC,2,2009,916,184,105,448,173,427,303,1343,749,357,2,538,151,,,,,,,,,,,,,,,,,33,,,0.0,749
HBC,1,2009,776,58,0,300,412,405,282,1181,582,98,86,544,151,,,,,,,,,,,,,,,,,10,,,0.0,582
HBC,4,2008,435,30,50,300,49,790,458,1226,559,447,112,540,151,,,,,,,,,,,,,,,,,0,,,0.0,559
HBC,3,2008,333,11,16,233,70,750,432,1083,423,309,114,542,151,,,,,,,,,,,,,,,,,0,,,0.0,423
HBC,2,2008,467,13,60,326,56,626,423,1093,439,101,108,537,135,,,,,,,,,,,,,,,,,17,,,0.0,439
HBC,1,2008,421,37,26,305,39,491,407,912,334,86,105,532,135,,,,,,,,,,,,,,,,,15,,,0.0,334
HBC,4,2007,502,200,57,208,24,438,301,940,409,112,63,531,135,,,,,,,,,,,,,,,,,16,,,0.0,409
HBC,3,2007,368,126,21,179,17,302,80,670,399,157,6,269,100,,,,,,,,,,,,,,,,,3,,,0.0,399
HBC,2,2007,168,18,7,127,11,48,45,216,134,59,2,82,56,,,,,,,,,,,,,,,,,20,,,0.0,134
HBC,1,2007,142,29,0,99,9,38,35,180,106,38,1,74,56,,,,,,,,,,,,,,,,,22,,,0.0,106
HBC,4,2006,100,14,8,66,11,34,34,135,64,22,1,70,56,,,,,,,,,,,,,,,,,1,,,0.0,64
DXG,3,2022,28563,1077,173,12947,14108,2738,377,31301,16725,3074,2909,14577,6118,,,,,,,,,,,,,,,,,4826,,0.0,5026.0,16725
DXG,2,2022,27257,2485,154,11829,12622,3151,383,30408,16102,3325,2653,14306,6093,,,,,,,,,,,,,,,,,4518,,0.0,4942.0,16102
DXG,1,2022,25720,1920,285,11857,11411,3152,389,28871,14901,3444,864,13971,6093,,,,,,,,,,,,,,,,,4924,,0.0,4771.0,14901
DXG,4,2021,25230,2738,286,10182,11853,3024,427,28254,14873,2963,1517,13381,5978,,,,,,,,,,,,,,,,,4624,,0.0,4612.0,14873
DXG,3,2021,25165,4131,822,8830,11141,3403,430,28568,15464,4547,2006,13103,5978,,,,,,,,,,,,,,,,,4824,,0.0,4597.0,15464
DXG,2,2021,24143,4565,1133,8561,9640,3606,377,27749,14752,3077,3898,12997,5200,,,,,,,,,,,,,,,,,3682,,0.0,4492.0,14752
DXG,1,2021,21434,2337,375,8325,10149,4240,349,25675,15995,2235,4902,9680,5200,,,,,,,,,,,,,,,,,3592,,0.0,3010.0,15995
DXG,4,2020,19922,1780,206,7413,10252,3588,355,23511,14379,2069,3876,9132,5200,,,,,,,,,,,,,,,,,3308,,0.0,2916.0,14379
DXG,3,2020,18921,1631,231,6978,9756,3306,352,22227,13144,1266,4701,9083,5200,,,,,,,,,,,,,,,,,2796,,0.0,2535.0,13144
DXG,2,2020,17215,1266,233,6660,8844,3263,353,20479,11830,892,4952,8649,5200,,,,,,,,,,,,,,,,,1726,,0.0,2228.0,11830
DXG,1,2020,18272,766,512,8282,8552,2982,359,21255,12245,1228,4382,9010,5200,,,,,,,,,,,,,,,,,2991,,0.0,1985.0,12245
DXG,4,2019,17066,793,306,9023,6791,2814,362,19881,10653,1063,3337,9228,5200,,,,,,,,,,,,,,,,,2696,,0.0,2239.0,10653
DXG,3,2019,15527,1467,263,8344,5310,2473,100,18000,10184,1161,2242,7816,3501,,,,,,,,,,,,,,,,,4617,,0.0,2010.0,10184
DXG,2,2019,13731,863,89,7964,4622,2217,94,15949,8659,845,2200,7290,3501,,,,,,,,,,,,,,,,,3574,,0.0,1830.0,8659
DXG,1,2019,12323,1026,543,6193,4319,2025,86,14349,7729,557,2100,6620,3501,,,,,,,,,,,,,,,,,3205,,0.0,1397.0,7729
DXG,4,2018,11497,1159,52,5577,4605,2278,76,13775,7542,471,2394,6232,3501,,,,,,,,,,,,,,,,,2002,,,1233.0,7542
DXG,3,2018,11359,925,242,5790,4274,2078,73,13437,7835,606,2209,5603,3426,,,,,,,,,,,,,,,,,2795,,,1094.0,7835
DXG,2,2018,10479,722,242,5706,3698,1939,68,12417,7201,903,1795,5217,3426,,,,,,,,,,,,,,,,,2071,,,1026.0,7201
DXG,1,2018,9115,1274,252,4417,3084,1637,64,10751,5953,583,1832,4798,3032,,,,,,,,,,,,,,,,,1403,,,717.0,5953
DXG,4,2017,8840,1687,226,3441,3401,1424,64,10264,5611,658,1871,4654,3032,,,,,,,,,,,,,,,,,753,,,840.0,5611
DXG,3,2017,8184,1947,19,4171,1981,1433,59,9617,5358,558,1838,4259,2859,,,,,,,,,,,,,,,,,774,,,718.0,5358
DXG,2,2017,7068,2173,4,3424,1394,1144,47,8212,4301,537,1158,3911,2859,,,,,,,,,,,,,,,,,1220,,,620.0,4301
DXG,1,2017,5122,1595,0,2616,885,1006,41,6127,2513,331,456,3615,2530,,,,,,,,,,,,,,,,,776,,,219.0,2513
DXG,4,2016,4627,1818,0,1865,916,936,39,5563,2025,190,494,3537,2530,,,,,,,,,,,,,,,,,343,,,293.0,2025
DXG,3,2016,2817,452,0,1170,1154,756,35,3573,1700,159,183,1873,1173,,,,,,,,,,,,,,,,,375,,,184.0,1700
DXG,2,2016,2522,526,0,1022,939,751,34,3273,1420,230,167,1854,1173,,,,,,,,,,,,,,,,,185,,,159.0,1420
DXG,1,2016,3002,725,0,1119,1108,718,22,3719,2010,282,261,1709,1173,,,,,,,,,,,,,,,,,245,,,134.0,2010
DXG,4,2015,2987,910,0,925,1122,587,21,3573,1802,156,283,1771,1173,,,,,,,,,,,,,,,,,115,,,188.0,1802
DXG,3,2015,2685,822,0,849,981,643,16,3328,1640,96,257,1688,1169,,,,,,,,,,,,,,,,,149,,,197.0,1640
DXG,2,2015,2337,662,0,848,808,633,13,2970,1444,14,231,1526,1062,,,,,,,,,,,,,,,,,179,,,128.0,1444
DXG,1,2015,2048,840,0,661,535,461,13,2509,1135,1,178,1284,1007,,,,,,,,,,,,,,,,,169,,,0.0,1135
DXG,4,2014,1679,776,0,288,499,482,10,2160,1088,1,119,1003,750,,,,,,,,,,,,,,,,,361,,,0.0,1088
DXG,3,2014,1211,374,6,251,484,474,9,1684,737,0,70,897,750,,,,,,,,,,,,,,,,,130,,,0.0,737
DXG,2,2014,1080,305,0,251,452,498,9,1578,637,0,70,896,750,,,,,,,,,,,,,,,,,61,,,0.0,637
DXG,1,2014,1023,307,0,202,449,475,12,1498,599,0,70,868,750,,,,,,,,,,,,,,,,,79,,,0.0,599
DXG,4,2013,934,73,0,386,433,334,12,1268,605,0,70,633,528,,,,,,,,,,,,,,,,,54,,,0.0,605
DXG,3,2013,792,59,3,369,296,323,12,1115,485,0,0,604,528,,,,,,,,,,,,,,,,,88,,,0.0,485
DXG,2,2013,680,120,0,232,288,359,11,1039,440,0,0,574,525,,,,,,,,,,,,,,,,,64,,,0.0,440
DXG,1,2013,770,111,0,290,328,234,13,1004,427,1,0,554,420,,,,,,,,,,,,,,,,,50,,,0.0,427
DXG,4,2012,581,136,0,282,129,236,13,816,237,0,0,556,420,,,,,,,,,,,,,,,,,50,,,0.0,237
DXG,3,2012,539,69,0,220,168,306,14,844,358,25,12,433,320,,,,,,,,,,,,,,,,,85,,,0.0,358
DXG,2,2012,574,56,0,228,243,300,14,874,415,25,12,407,320,,,,,,,,,,,,,,,,,72,,,0.0,415
DXG,1,2012,492,54,0,290,97,302,14,795,344,72,12,401,320,,,,,,,,,,,,,,,,,89,,,0.0,344
DXG,4,2011,586,107,0,340,84,300,15,886,429,109,12,401,320,,,,,,,,,,,,,,,,,148,,,0.0,429
DXG,3,2011,777,256,0,305,66,232,16,1009,670,279,12,282,160,,,,,,,,,,,,,,,,,185,,,0.0,670
DXG,2,2011,595,146,0,250,46,244,16,839,519,207,13,270,160,,,,,,,,,,,,,,,,,127,,,0.0,519
DXG,1,2011,497,143,0,235,62,178,14,675,368,160,13,260,160,,,,,,,,,,,,,,,,,32,,,0.0,368
DXG,4,2010,541,162,0,207,125,147,14,688,399,180,13,244,160,,,,,,,,,,,,,,,,,20,,,0.0,399
DXG,3,2010,494,123,0,156,166,131,12,625,349,80,8,233,160,,,,,,,,,,,,,,,,,27,,,0.0,349
DXG,2,2010,449,95,0,169,126,99,13,548,340,120,8,170,80,,,,,,,,,,,,,,,,,39,,,0.0,340
DXG,1,2010,482,108,0,98,210,96,10,578,409,120,7,139,80,,,,,,,,,,,,,,,,,22,,,0.0,409
DXG,4,2009,438,78,0,93,167,108,10,546,396,120,7,123,80,,,,,,,,,,,,,,,,,28,,,0.0,396
DXG,3,2009,540,133,0,122,134,93,8,634,500,113,7,109,80,,,,,,,,,,,,,,,,,153,,,0.0,500
DXG,2,2009,498,118,0,204,68,40,3,537,410,76,2,102,80,,,,,,,,,,,,,,,,,122,,,0.0,410
DXG,4,2008,269,40,0,164,47,36,2,305,190,16,3,91,80,,,,,,,,,,,,,,,,,5,,,0.0,190
CNG,3,2022,1042,384,34,571,47,296,248,1338,797,23,53,541,270,,,,,,,,,,,,,,,,,29,,0.0,0.0,797
CNG,2,2022,1114,388,34,628,53,301,260,1414,887,23,52,528,270,,,,,,,,,,,,,,,,,56,,0.0,0.0,887
CNG,1,2022,1006,291,34,609,53,284,210,1290,735,23,52,555,270,,,,,,,,,,,,,,,,,5,,0.0,0.0,735
CNG,4,2021,828,282,34,439,51,280,228,1107,585,9,4,522,270,,,,,,,,,,,,,,,,,2,,0.0,0.0,585
CNG,3,2021,746,119,64,495,46,294,253,1040,553,7,0,487,270,,,,,,,,,,,,,,,,,55,,0.0,0.0,553
CNG,2,2021,793,188,64,455,62,311,272,1104,625,0,9,479,270,,,,,,,,,,,,,,,,,56,,0.0,0.0,625
CNG,1,2021,632,177,0,376,47,331,300,963,441,0,5,522,270,,,,,,,,,,,,,,,,,4,,0.0,0.0,441
CNG,4,2020,899,444,0,420,27,163,138,1062,554,0,2,508,270,,,,,,,,,,,,,,,,,38,,0.0,0.0,554
CNG,3,2020,911,435,0,431,39,150,136,1062,581,0,0,480,270,,,,,,,,,,,,,,,,,82,,0.0,0.0,581
CNG,2,2020,769,391,0,349,23,162,146,931,453,0,0,479,270,,,,,,,,,,,,,,,,,82,,0.0,0.0,453
CNG,1,2020,746,371,0,343,24,167,150,913,384,0,0,529,270,,,,,,,,,,,,,,,,,28,,0.0,0.0,384
CNG,4,2019,659,377,0,252,23,179,161,838,296,0,0,542,270,,,,,,,,,,,,,,,,,1,,0.0,0.0,296
CNG,3,2019,669,366,0,273,29,191,171,860,337,0,0,523,270,,,,,,,,,,,,,,,,,1,,0.0,0.0,337
CNG,2,2019,690,303,0,357,25,195,182,884,383,0,0,502,270,,,,,,,,,,,,,,,,,1,,0.0,0.0,383
CNG,1,2019,632,329,0,251,42,210,183,842,292,0,0,550,270,,,,,,,,,,,,,,,,,2,,0.0,0.0,292
CNG,4,2018,618,348,0,198,58,224,191,842,306,0,0,536,270,,,,,,,,,,,,,,,,,1,,,0.0,306
CNG,3,2018,667,323,0,277,64,183,153,850,344,1,0,506,270,,,,,,,,,,,,,,,,,2,,,0.0,344
CNG,2,2018,605,265,0,275,61,175,151,781,308,1,0,473,270,,,,,,,,,,,,,,,,,1,,,0.0,308
CNG,1,2018,568,287,0,220,50,186,161,754,258,1,0,496,270,,,,,,,,,,,,,,,,,2,,,0.0,258
CNG,4,2017,535,280,34,172,43,193,171,728,249,1,0,479,270,,,,,,,,,,,,,,,,,1,,,0.0,249
CNG,3,2017,505,230,34,206,33,181,170,686,237,1,1,449,270,,,,,,,,,,,,,,,,,1,,,0.0,237
CNG,2,2017,523,243,34,205,35,173,160,695,269,27,3,427,270,,,,,,,,,,,,,,,,,1,,,0.0,269
CNG,1,2017,517,276,34,173,26,177,171,695,208,27,10,487,270,,,,,,,,,,,,,,,,,1,,,0.0,208
CNG,4,2016,501,343,0,106,42,147,143,648,191,31,17,457,270,,,,,,,,,,,,,,,,,1,,,0.0,191
CNG,3,2016,472,300,0,142,26,162,156,634,205,35,23,429,270,,,,,,,,,,,,,,,,,1,,,0.0,205
CNG,2,2016,423,265,0,126,26,179,172,601,195,38,29,406,270,,,,,,,,,,,,,,,,,1,,,0.0,195
CNG,1,2016,374,211,0,130,25,191,184,565,186,42,34,379,270,,,,,,,,,,,,,,,,,3,,,0.0,186
CNG,4,2015,465,282,13,135,26,179,171,644,245,38,35,399,270,,,,,,,,,,,,,,,,,41,,,0.0,245
CNG,3,2015,445,249,13,160,18,194,177,639,230,43,41,409,270,,,,,,,,,,,,,,,,,1,,,0.0,230
CNG,2,2015,482,283,13,165,14,168,148,650,264,42,33,386,270,,,,,,,,,,,,,,,,,45,,,0.0,264
CNG,1,2015,431,213,53,145,14,116,107,547,146,0,0,401,270,,,,,,,,,,,,,,,,,26,,,0.0,146
CNG,4,2014,518,289,40,157,22,122,112,640,207,44,18,433,270,,,,,,,,,,,,,,,,,3,,,0.0,207
CNG,3,2014,531,307,0,202,19,135,125,666,255,45,29,411,270,,,,,,,,,,,,,,,,,1,,,0.0,255
CNG,2,2014,567,353,0,185,17,106,95,673,299,37,22,374,270,,,,,,,,,,,,,,,,,13,,,0.0,299
CNG,1,2014,527,254,60,183,22,102,85,629,201,37,29,428,270,,,,,,,,,,,,,,,,,4,,,0.0,201
CNG,4,2013,445,250,5,163,23,200,120,645,201,40,30,444,270,,,,,,,,,,,,,,,,,2,,,0.0,201
CNG,3,2013,425,208,12,179,22,212,132,638,234,60,39,404,213,,,,,,,,,,,,,,,,,7,,,0.0,234
CNG,2,2013,373,193,7,148,21,238,158,611,236,60,49,375,213,,,,,,,,,,,,,,,,,4,,,0.0,236
CNG,1,2013,319,115,35,141,21,272,192,591,214,60,59,377,213,,,,,,,,,,,,,,,,,1,,,0.0,214
CNG,4,2012,316,85,55,152,22,307,225,623,242,60,70,381,213,,,,,,,,,,,,,,,,,1,,,0.0,242
CNG,3,2012,338,130,30,153,22,285,209,622,236,42,80,386,213,,,,,,,,,,,,,,,,,1,,,0.0,236
CNG,2,2012,282,113,15,135,16,311,235,593,232,49,91,360,213,,,,,,,,,,,,,,,,,1,,,0.0,232
CNG,1,2012,373,169,63,121,16,282,266,655,230,56,101,425,213,,,,,,,,,,,,,,,,,1,,,0.0,230
CNG,4,2011,399,179,63,138,10,309,292,708,319,60,114,388,203,,,,,,,,,,,,,,,,,31,,,0.0,319
CNG,3,2011,330,132,80,110,7,303,285,633,244,41,114,389,162,,,,,,,,,,,,,,,,,1,,,0.0,244
CNG,2,2011,287,75,63,136,8,312,299,599,266,55,103,333,162,,,,,,,,,,,,,,,,,1,,,0.0,266
LPB,3,2022,,2183,,,,,1580,313480,290093,,,23387,15036,5111,26875,458,44782,227944,3190.0,-4564,223380,8305,39953,10645,137,36738,5621,5424,193533,36738,2184,6168.0,0.0,290093
LPB,2,2022,,2017,,,,,1624,300919,281169,,,19750,12386,4834,18868,358,42656,226915,3183.0,-3860,223055,5954,35140,10479,145,38850,5246,3882,185788,38850,2184,5181.0,0.0,281169
LPB,1,2022,,2173,,,,,1609,284918,266695,,,18223,12036,10515,16464,851,41957,207749,2953.0,-3477,204272,6950,29143,13292,154,38888,5159,4743,177460,38888,2184,4003.0,0.0,266695
LPB,4,2021,,2751,,,,,1584,289194,272392,,,16802,12036,9868,21288,1151,39238,208954,2778.0,-3171,205783,7446,36849,9433,1703,36738,5697,5383,180273,36738,2184,2582.0,0.0,272392
LPB,3,2021,,1669,,,,,1612,254623,238465,,,16157,12036,2756,10731,306,35992,195830,2783.0,-2733,193096,8290,15690,2888,182,33641,5497,6429,178842,33641,1753,2369.0,0.0,238465
LPB,2,2021,,2349,,,,,1649,255497,239951,,,15546,10746,3725,15069,1366,34018,191228,2557.0,-2467,188761,8428,8686,2718,194,35358,5439,6575,186173,35358,1753,3047.0,0.0,239951
LPB,1,2021,,1860,,,,,1589,245208,230100,,,15109,10746,1984,15741,2375,32398,182739,2619.0,-2475,180264,8782,13895,3417,210,30117,4481,6224,176179,30117,1753,2610.0,0.0,230100
LPB,4,2020,,3499,,,,,1621,242343,228111,,,14232,10746,6759,13543,416,33955,176622,2527.0,-2265,174356,7975,12018,2727,224,32251,5086,6046,174526,32251,1753,1733.0,0.0,228111
