57	FMC	50	50	34,100	34,100
58	FPT	50	50	72,600	72,600
59	FRT	50	50	53,000	53,000
60	FTS	50	50	10,000	10,000
61	GAS	50	50	112,900	112,900
62	GEG	50	50	11,300	11,300
63	GEX	50	50	10,000	10,000
64	GIL	50	50	22,500	22,500
65	GMD	50	50	47,900	47,900
66	GVR	50	50	12,450	12,450
67	HAH	50	50	32,950	32,950
68	HAX	50	50	15,200	15,200
69	HBC	50	50	9,720	9,720
70	HCM	50	50	16,000	16,000
71	HDB	50	50	12,900	12,900
72	HDC	50	50	15,000	15,000
73	HDG	50	50	26,950	26,950
74	HHV	50	50	9,000	9,000
75	HPG	50	50	13,700	13,700
76	HPX	50	50	22,000	22,000
77	HSG	50	50	8,000	8,000
78	HT1	50	50	9,060	9,060
79	HTN	50	50	17,000	17,000
80	IDC	50	50	30,000	30,000
81	IJC	50	50	11,450	11,450
82	KBC	50	50	13,800	13,800
83	KDC	50	50	55,000	55,000
84	KDH	50	50	17,900	17,900
85	KHG	50	50	4,600	4,600
86	KSB	50	50	15,000	15,000
87	LAS	50	50	7,100	7,100
88	LCG	50	50	6,340	6,340
89	LPB	50	50	9,000	9,000
90	LSS	50	50	5,470	5,470
91	MBB	50	50	16,950	16,950
92	MBS	50	50	10,000	10,000
93	MIG	50	50	13,400	13,400
94	MSB	50	50	11,000	11,000
95	MSH	50	50	29,000	29,000
96	MSN	50	50	84,500	84,500
97	MWG	50	50	42,850	42,850
98	NAF	50	50	8,500	8,500
99	NBC	50	50	7,000	7,000
100	NHH	50	50	12,000	12,000
101	NKG	50	50	11,200	11,200
102	NLG	50	50	16,000	16,000
103	NT2	50	50	22,350	22,350
104	NTL	50	50	14,550	14,550
105	NTP	50	50	30,000	30,000
106	NVB	50	50	9,000	9,000
107	NVL	50	50	46,700	46,700
108	OCB	50	50	13,400	13,400
109	ORS	50	50	8,000	8,000
110	PAN	50	50	16,800	16,800
111	PC1	50	50	17,300	17,300
112	PDR	50	50	34,900	34,900
113	PET	50	50	20,600	20,600
114	PHC	50	50	5,700	5,700
115	PHR	50	50	37,850	37,850
116	PLC	50	50	17,900	17,900
117	PLX	50	50	28,850	28,850
118	PNJ	50	50	95,500	95,500
119	POW	50	50	9,790	9,790
120	PPC	50	50	13,350	13,350
121	PTB	50	50	43,750	43,750
122	PVI	50	50	39,200	39,200
123	PVS	50	50	21,600	21,600
124	PVT	50	50	16,800	16,800
125	REE	50	50	68,500	68,500
126	SAB	50	50	148,000	148,000
127	SAM	50	50	7,500	7,500
128	SBT	50	50	12,050	12,050
129	SCR	50	50	5,240	5,240
130	SHB	50	50	10,000	10,000
131	SHI	50	50	12,500	12,500
132	SJS	50	50	36,000	36,000
133	SMC	50	50	8,000	8,000
134	SSB	50	50	15,000	15,000
135	SSI	50	50	14,300	14,300
136	STB	50	50	15,500	15,500
137	STK	50	50	26,050	26,050
138	SZC	50	50	24,050	24,050
139	TAR	50	50	12,800	12,800
140	TCH	50	50	5,000	5,000
141	TCL	50	50	29,000	29,000
142	TCM	50	50	39,100	39,100
143	TDC	50	50	11,050	11,050
144	TDM	50	50	30,000	30,000
145	TDN	50	50	7,000	7,000
146	TDP	50	50	24,000	24,000
147	THG	50	50	33,150	33,150
148	TIG	50	50	6,500	6,500
149	TIP	50	50	15,900	15,900
150	TLG	50	50	47,750	47,750
151	TLH	50	50	5,540	5,540
152	TMS	50	50	54,000	54,000
153	TNA	50	50	6,480	6,480
154	TNG	50	50	13,800	13,800
155	TNH	50	50	24,000	24,000
156	TPB	50	50	20,000	20,000
157	TTA	50	50	8,300	8,300
158	TV2	50	50	35,900	35,900
159	TVD	50	50	7,200	7,200
160	VC3	50	50	15,300	15,300
161	VCB	50	50	71,800	71,800
162	VCG	50	50	14,650	14,650
163	VCI	50	50	23,000	23,000
164	VCS	50	50	47,900	47,900
165	VGC	50	50	33,800	33,800
166	VGS	50	50	8,200	8,200
167	VHC	50	50	73,500	73,500
168	VHM	50	50	43,900	43,900
169	VIB	50	50	18,450	18,450
170	VIC	50	50	53,400	53,400
171	VIX	50	50	6,500	6,500
172	VJC	50	50	90,000	90,000
173	VND	50	50	8,000	8,000
174	VNM	50	50	80,700	80,700
175	VNR	50	50	18,000	18,000
176	VPB	50	50	17,100	17,100
177	VPG	50	50	18,000	18,000
178	VPI	50	50	30,000	30,000
179	VRE	50	50	25,500	25,500
180	VSC	50	50	33,450	33,450
181	VSH	50	50	28,000	28,000
182	VTO	50	50	6,900	6,900
