129	SJS	50	50	 36,000 	 36,000 
130	SMC	50	50	 6,500 	 6,500 
131	SSB	50	50	 15,000 	 15,000 
132	SSI	50	50	 14,300 	 14,300 
133	STB	50	50	 15,500 	 15,500 
134	STK	50	50	 26,050 	 26,050 
135	SZC	50	50	 7,700 	 7,700 
136	TAR	50	50	 8,000 	 8,000 
137	TCL	50	50	 24,300 	 24,300 
138	TCM	50	50	 39,100 	 39,100 
139	TDC	50	50	 3,500 	 3,500 
140	TDM	50	50	 25,400 	 25,400 
141	TDN	50	50	 6,000 	 6,000 
142	TDP	50	50	 24,000 	 24,000 
143	THG	50	50	 33,150 	 33,150 
144	TIG	50	50	 2,500 	 2,500 
145	TIP	50	50	 6,400 	 6,400 
146	TLG	50	50	 35,000 	 35,000 
147	TLH	50	50	 5,000 	 5,000 
148	TMS	50	50	 54,000 	 54,000 
149	TNA	50	50	 5,500 	 5,500 
150	TNG	50	50	 10,300 	 10,300 
151	TNH	50	50	 24,000 	 24,000 
152	TPB	50	50	 20,000 	 20,000 
153	TTA	50	50	 8,300 	 8,300 
154	TV2	50	50	 17,800 	 17,800 
155	TVD	50	50	 6,000 	 6,000 
156	VC3	50	50	 15,300 	 15,300 
157	VCB	50	50	 71,800 	 71,800 
158	VCG	50	50	 5,900 	 5,900 
159	VCI	50	50	 17,500 	 17,500 
160	VCS	50	50	 42,800 	 42,800 
161	VGC	50	50	 10,900 	 10,900 
162	VGS	50	50	 6,000 	 6,000 
163	VHC	50	50	 63,900 	 63,900 
164	VHM	50	50	 43,900 	 43,900 
165	VIB	50	50	 18,450 	 18,450 
166	VIC	50	50	 53,400 	 53,400 
167	VIX	50	50	 2,500 	 2,500 
168	VJC	50	50	 100,000 	 100,000 
169	VND	50	50	 8,000 	 8,000 
170	VNM	50	50	 68,400 	 68,400 
171	VNR	50	50	 16,000 	 16,000 
172	VPB	50	50	 17,100 	 17,100 
173	VPG	50	50	 13,500 	 13,500 
174	VPI	50	50	 27,000 	 27,000 
175	VRE	50	50	 25,500 	 25,500 
176	VSC	50	50	 33,450 	 33,450 
177	VSH	50	50	 25,000 	 25,000 
178	VTO	50	50	 5,700 	 5,700 
